Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
"Fysik, måling og forskning",Hvilket år modtog Niels Bohr Nobelprisen i fysik?,100,1922,1903,1920,1997,,,,Niels Bohr (1885-1962 ) - Dansk fysiker - Lex,https://lex.dk/Niels_Bohr,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Niels Bohr, Nobelprisen i fysik 1922 og hans teori om atomernes struktur."
"Fysik, måling og forskning","Hvilken dansk seismolog foreslog, at Jorden har en fast indre kerne?",200,Inge Lehmann,Marie Hammer,Margrethe Bohr,Ellen Trotzig,,,,Journey to the Center of the Earth,https://www.aip.org/library/journey-to-the-center-of-the-earth,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Inge Lehmanns 1936-artikel og konklusionen om en fast indre kerne.
"Fysik, måling og forskning",Hvilket år offentliggjorde Inge Lehmann sin model af Jordens indre kerne?,300,1936,1913,1957,1979,,,,Journey to the Center of the Earth,https://www.aip.org/library/journey-to-the-center-of-the-earth,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Inge Lehmanns 1936-artikel og konklusionen om en fast indre kerne.
"Fysik, måling og forskning","Hvad hed Inge Lehmanns korte artikel om Jordens indre, udgivet i 1936?",400,P’,Atomets kerne,Om pH,Magnetiske bølger,,,,'P' eller opdagelsen af Jordens kerne - Niels Bohr Institutet,https://nbi.ku.dk/english/www/inge/lehmann/jordens-kerne/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Inge Lehmann og artiklen “P’” om Jordens indre kerne.
"Fysik, måling og forskning",Hvilken dansk forsker opdagede enzymet natrium-kalium-pumpen?,500,Jens Christian Skou,August Krogh,Henrik Dam,S.P.L. Sørensen,,,,Jens Christian Skou - Dansk læge - Nobelpristager – Lex,https://lex.dk/Jens_Christian_Skou,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Jens Christian Skou, natrium-kalium-pumpen og Nobelprisen i kemi 1997."
"Fysik, måling og forskning",Hvilken Nobelpris modtog Jens Christian Skou i 1997 for sin forskning i natrium-kalium-pumpen?,600,Nobelprisen i kemi,Nobelprisen i fysik,Nobelprisen i fysiologi eller medicin,Nobels fredspris,,,,Jens Christian Skou - Dansk læge - Nobelpristager – Lex,https://lex.dk/Jens_Christian_Skou,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Jens Christian Skou, natrium-kalium-pumpen og Nobelprisen i kemi 1997."
"Fysik, måling og forskning","Hvilken dansk biolog indførte ordene gen, genotype og fænotype i moderne genetik?",700,Wilhelm Johannsen,Niels Stensen,Peter Wilhelm Lund,Eugen Warming,,,,"Denne dag i KU’s historie: Ole Rømer opdager, at lyset tøver",https://uniavisen.dk/denne-dag-i-kus-historie-ole-roemer-opdager-at-lyset-toever/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger at observationer af Jupiter og månen Io førte til opdagelsen af lysets tøven/endelige hastighed.
"Fysik, måling og forskning",Hvilket begrebspar bruges til at skelne mellem arveanlæg og observerbare egenskaber?,800,genotype og fænotype,atom og molekyle,syre og base,masse og vægt,,,,Wilhelm Ludvig Johannsen - Dansk Biografisk Leksikon,https://biografiskleksikon.lex.dk/Wilhelm_Ludvig_Johannsen,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Wilhelm Johannsen og begreberne gen, genotype og fænotype."
Medicin og bioteknologi,Hvilket dansk firma blev grundlagt i 1957 omkring produktionen af stomiposer?,100,Coloplast,Danfoss,Novo Nordisk,LEO Pharma,,,,"Denne dag i KU’s historie: Ole Rømer opdager, at lyset tøver",https://uniavisen.dk/denne-dag-i-kus-historie-ole-roemer-opdager-at-lyset-toever/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger at observationer af Jupiter og månen Io førte til opdagelsen af lysets tøven/endelige hastighed.
Medicin og bioteknologi,Hvilken fabrikant satte Elise Sørensens stomipose i produktion?,200,Aage Louis-Hansen,Mads Clausen,Poul Due Jensen,Ole Kirk Christiansen,,,,"Denne dag i KU’s historie: Ole Rømer opdager, at lyset tøver",https://uniavisen.dk/denne-dag-i-kus-historie-ole-roemer-opdager-at-lyset-toever/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger at observationer af Jupiter og månen Io førte til opdagelsen af lysets tøven/endelige hastighed.
Medicin og bioteknologi,Hvilket vitamin opdagede Henrik Dam?,300,vitamin K,vitamin C,vitamin D,vitamin B12,,,,The Nobel Prize in Physiology or Medicine 1943,https://www.nobelprize.org/prizes/medicine/1943/summary/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Henrik Dam, vitamin K og Edward A. Doisy som delte Nobelprisen i 1943."
Medicin og bioteknologi,Hvilken kropsfunktion er vitamin K særlig vigtig for?,400,blodets koagulation,øjnenes farvesyn,lungernes iltoptagelse,nervernes ledningshastighed,,,,"Denne dag i KU’s historie: Ole Rømer opdager, at lyset tøver",https://uniavisen.dk/denne-dag-i-kus-historie-ole-roemer-opdager-at-lyset-toever/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger at observationer af Jupiter og månen Io førte til opdagelsen af lysets tøven/endelige hastighed.
Medicin og bioteknologi,Hvilket år modtog Henrik Dam Nobelprisen i fysiologi eller medicin?,500,1943,1920,1903,1997,,,,"Denne dag i KU’s historie: Ole Rømer opdager, at lyset tøver",https://uniavisen.dk/denne-dag-i-kus-historie-ole-roemer-opdager-at-lyset-toever/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger at observationer af Jupiter og månen Io førte til opdagelsen af lysets tøven/endelige hastighed.
Medicin og bioteknologi,Hvilken amerikansk forsker delte Nobelprisen i 1943 med Henrik Dam?,600,Edward A. Doisy,Frederick Banting,Alexander Fleming,Robert Koch,,,,The Nobel Prize in Physiology or Medicine 1943,https://www.nobelprize.org/prizes/medicine/1943/summary/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Henrik Dam, vitamin K og Edward A. Doisy som delte Nobelprisen i 1943."
Medicin og bioteknologi,Hvilket lægemiddel mod blødninger hos hæmofilipatienter med inhibitorer forbindes med Ulla Hedners arbejde?,700,NovoSeven,NovoPen,Heparin LEO,NPH-insulin,,,,Novo Nordisk ruger på et guldæg,https://ugeskriftet.dk/nyhed/novo-nordisk-ruger-pa-et-guldaeg,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger NovoSeven/faktor VIIa som behandling for alvorlige blødninger og Ulla Hedners arbejde. Brugt som dansk kilde i mangel på mere præcis åben institutionsside.
Medicin og bioteknologi,Hvilket år begyndte LEO Pharma at producere penicillin?,800,1945,1923,1957,1979,,,,S.P.L. Sørensen - Lex er Danmarks nationalleksikon,https://lex.dk/S.P.L._S%C3%B8rensen,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger S.P.L. Sørensen og pH som mål for brintionkoncentration/surhedsgrad.
"Industri, transport og hverdag",Hvad betyder den latinske del LUX i navnet VELUX?,100,lys,luft,tag,vindue,,,,Villum Kann Rasmussen - Lex er Danmarks nationalleksikon,https://lex.dk/Villum_Kann_Rasmussen,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Villum Kann Rasmussen, VELUX-navnet fra VE/ventilation og LUX/lys samt patentet i 1942."
"Industri, transport og hverdag",Hvilket år blev det tidlige VELUX-tagvindue patenteret?,200,1942,1932,1958,1973,,,,Villum Kann Rasmussen - Lex er Danmarks nationalleksikon,https://lex.dk/Villum_Kann_Rasmussen,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Villum Kann Rasmussen, VELUX-navnet fra VE/ventilation og LUX/lys samt patentet i 1942."
"Industri, transport og hverdag",Hvem var med til at grundlægge Nilfisk i 1906?,300,P.A. Fisker,Mads Clausen,Poul Due Jensen,Ole Kirk Christiansen,,,,The history of Nilfisk | Over a century of innovation,https://www.nilfisk.com/global/professional/about-nilfisk/about-nilfisk-group/the-history-of-nilfisk/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Nilfisk-historien og den elektriske støvsuger i 1910.
"Industri, transport og hverdag",Hvilket husholdningsapparat lancerede Nilfisk som model C1 i 1910?,400,en elektrisk støvsuger,en opvaskemaskine,en brødrister,en symaskine,,,,Nilfisk - Avant Denmark A/S,https://www.biludstyr.dk/Manufacturer/nilfisk/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Nilfisks model C1 og 1910-oplysningen, hvor officiel side ikke nævner modelnavnet i søgeresultatet."
"Industri, transport og hverdag",Hvilket år blev det danske dieselmotorskib Selandia søsat?,500,1912,1906,1925,1933,,,,Selandia – motorskib - Lex er Danmarks nationalleksikon,https://lex.dk/Selandia_-_motorskib,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Selandia som verdens første oceangående dieselmotorskib, leveret fra Burmeister & Wain i 1912."
