Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Fysik og energi,Ved hvilken temperatur fryser rent vand ved normalt atmosfærisk tryk?,100,0 °C,−10 °C,32 °C,100 °C,,,,LibreTexts Chemistry – Phase Changes,https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry/10%3A_Solids_Liquids_and_Gases/10.04%3A_Phase_Changes,OK,2026-07-09,"Åben kemikilde om faseovergange som smeltning, frysning/kondensering, fordampning og sublimation."
Fysik og energi,Ved hvilken temperatur koger rent vand ved normalt atmosfærisk tryk?,200,100 °C,0 °C,50 °C,212 °C,,,,LibreTexts Chemistry – Phase Changes,https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry/10%3A_Solids_Liquids_and_Gases/10.04%3A_Phase_Changes,OK,2026-07-09,"Åben kemikilde om faseovergange som smeltning, frysning/kondensering, fordampning og sublimation."
Fysik og energi,Hvad er SI-enheden for frekvens?,300,hertz,decibel,tesla,lumen,,,,NIST – SI Units,https://www.nist.gov/pml/owm/metric-si/si-units,OK,2026-07-09,Officiel NIST-side om SI-systemets grundenheder og afledte enheder med særlige navne og symboler.
Fysik og energi,"Hvilken kraft får et skib til at flyde, når den opadrettede kraft balancerer tyngden?",400,opdrift,friktion,centripetalkraft,magnetisme,,,,Physics LibreTexts – Archimedes’ Principle and Buoyancy,https://phys.libretexts.org/Bookshelves/University_Physics/University_Physics_%28OpenStax%29/Book%3A_University_Physics_I_-_Mechanics_Sound_Oscillations_and_Waves_%28OpenStax%29/14%3A_Fluid_Mechanics/14.06%3A_Archimedes_Principle_and_Buoyancy,OK,2026-07-09,Åben fysikkilde om opdrift/buoyant force og flydning.
Fysik og energi,Hvad svarer det absolutte nulpunkt til i grader Celsius?,500,"−273,15 °C",−100 °C,0 °C,"273,15 °C",,,,NIST – SI Units: Temperature,https://www.nist.gov/pml/owm/si-units-temperature,OK,2026-07-09,"Officiel NIST-side om kelvin, temperatur og absolut nulpunkt."
Fysik og energi,Hvad er ens gennem alle komponenter i en simpel seriekreds?,600,strømstyrken,spændingsfaldet over hver komponent,modstanden i hver komponent,effekten i hver komponent,,,,The Physics Classroom – Series and Parallel Circuits,https://www.physicsclassroom.com/class/circuits,OK,2026-07-09,"Åben fysikundervisningskilde om seriekredse, parallelkredse, strømstyrke og spænding."
Fysik og energi,Hvad er ens over alle grene i en parallelkreds?,700,spændingen,strømstyrken i hver gren,modstanden i hver gren,ladningen på hver elektron,,,,The Physics Classroom – Series and Parallel Circuits,https://www.physicsclassroom.com/class/circuits,OK,2026-07-09,"Åben fysikundervisningskilde om seriekredse, parallelkredse, strømstyrke og spænding."
Fysik og energi,"Hvordan hænger bølgefart, frekvens og bølgelængde sammen?",800,Bølgefart er frekvens gange bølgelængde,Bølgefart er frekvens divideret med bølgelængde,Frekvens er bølgefart gange bølgelængde,Bølgelængde er frekvens plus bølgefart,,,,OpenStax Physics – Wave Properties,https://openstax.org/books/physics/pages/13-2-wave-properties-speed-amplitude-frequency-and-period,OK,2026-07-09,"Åben fysikbog om bølgefart, frekvens, bølgelængde og sammenhængen v = f·λ."
Kemi og stoffer,Hvad er et grundstof?,100,et stof med kun én type atomer,en blanding af mindst to væsker,et stof med både celler og mineraler,enhver kemisk opløsning,,,,Lex – grundstof,https://lex.dk/grundstof,OK,2026-07-09,Dansk nationalleksikon. Underbygger grundstof som stof bestående af én slags atomer.
Kemi og stoffer,Hvad er en kemisk forbindelse?,200,et stof med mindst to grundstoffer kemisk bundet,en fysisk blanding uden bindinger,et enkelt frit atom,en opløsning med kun vand,,,,Lex – kemisk forbindelse,https://lex.dk/kemisk_forbindelse,OK,2026-07-09,Dansk nationalleksikon. Underbygger kemisk forbindelse som stof opbygget af mindst to grundstoffer i kemisk binding.
