Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Krop og bevægelse,"Hvor mange taktslag har galop i almindelig ridebetydning, canter?",100,tre,to,fire,fem,,,,Wikipedia – Horse gait,https://en.wikipedia.org/wiki/Horse_gait,OK,2026-07-09,"Åben artikel om hestens gangarter. Underbygger taktslag og benbevægelse i skridt, trav, galop/canter, gallop og pasgang."
Krop og bevægelse,Hvad kan hesten gøre med sine ydre ører?,200,dreje dem for at lokalisere lyd og signalere opmærksomhed,lukke dem helt som øjenlåg,bruge dem til at tygge,ændre deres længde efter temperatur,,,,The Spruce Pets – Horse Pictures: A Guide to the Different Parts of a Horse,https://www.thesprucepets.com/the-parts-of-a-horse-1887388,OK,2026-07-09,"Åben illustreret oversigt over hestens ydre kropsdele. Underbygger betegnelser som withers/manke, poll/nakke, croup/kryds, fetlock/kodeled, pastern/kode, cannon bone/pibeknogle, hock/hase og gaskin/underlår."
Krop og bevægelse,I hvilken enhed angives hestehøjde traditionelt i mange engelsksprogede lande?,300,hands,fod alene,yards,pounds,,,,The Spruce Pets – Horse Pictures: A Guide to the Different Parts of a Horse,https://www.thesprucepets.com/the-parts-of-a-horse-1887388,OK,2026-07-09,"Åben illustreret oversigt over hestens ydre kropsdele. Underbygger betegnelser som withers/manke, poll/nakke, croup/kryds, fetlock/kodeled, pastern/kode, cannon bone/pibeknogle, hock/hase og gaskin/underlår."
Krop og bevægelse,"Hvor mange taktslag har fuld, hurtig galop typisk?",400,fire,ét,to,tre,,,,Wikipedia – Horse gait,https://en.wikipedia.org/wiki/Horse_gait,OK,2026-07-09,"Åben artikel om hestens gangarter. Underbygger taktslag og benbevægelse i skridt, trav, galop/canter, gallop og pasgang."
Krop og bevægelse,Hvad er tölt?,500,en firetakts gangart uden svævemoment,en totakts diagonal gangart,en springøvelse,en dressurpirouette,,,,Icelandic Horse Society of Great Britain – Gaits of the Icelandic horse,https://ihsgb.co.uk/icelandic-horses/gaits-of-the-icelandic-horse/,OK,2026-07-09,Åben raceside om islandshestens gangarter. Underbygger tölt som firetakts gangart og pasgang som lateral totakt.
Krop og bevægelse,Hvad kendetegner pasgang?,600,benene på samme side bevæges næsten samtidig i en lateral totakt,diagonale benpar bevæges samtidig,alle fire hove er altid i jorden,kun bagbenene bevæger sig,,,,Icelandic Horse Society of Great Britain – Gaits of the Icelandic horse,https://ihsgb.co.uk/icelandic-horses/gaits-of-the-icelandic-horse/,OK,2026-07-09,Åben raceside om islandshestens gangarter. Underbygger tölt som firetakts gangart og pasgang som lateral totakt.
Krop og bevægelse,Hvordan er hestens synsfelt typisk fordelt?,700,et bredt synsfelt med meget monokulært syn og mindre binokulært felt foran,kun binokulært syn som et rovdyr,syn udelukkende bagud,et synsfelt på under 90 grader,,,,MSD Veterinary Manual – Structure and Function of the Eyes in Horses,https://www.msdvetmanual.com/horse-owners/eye-disorders-of-horses/structure-and-function-of-the-eyes-in-horses,OK,2026-07-09,Åben veterinærside. Underbygger hestens brede synsfelt og placeringen af binokulært/monokulært syn.
Krop og bevægelse,"Hvordan er hestens forben forbundet med kroppen, når den ikke har et egentligt kraveben?",800,gennem muskler og bindevæv i en thorakal slynge,gennem et fast kugleled i brystbenet,gennem en knoglebro mellem skulderbladene,direkte til rygsøjlen med et hængsel,,,,Merck Veterinary Manual – The Musculoskeletal System in Animals,https://www.merckvetmanual.com/multimedia/table/the-musculoskeletal-system-in-animals,OK,2026-07-09,"Åben veterinær reference. Bruges til spørgsmål om skelet/muskulatur, bl.a. at forbenets ophæng hos hesten ikke svarer til et menneskeligt kravebensled."
Pasning og sundhed,Hvorfor er god ventilation vigtig i en stald?,100,"den reducerer ophobning af støv, fugt og irriterende gasser",den gør alt foder mere energirigt,den erstatter udmugning,den holder altid stalden helt varm,,,,NFACC – Code of Practice for the Care and Handling of Equines,https://www.nfacc.ca/codes-of-practice/equine-code,OK,2026-07-09,"Åben praksiskode for hestehold. Underbygger daglig adgang til vand, foderstyring, social kontakt, motion/foldtid, pleje, ventilation og generel velfærd."
Pasning og sundhed,"Hvilken type smitstof forårsager equint herpesvirus, EHV?",200,virus,bakterie,svamp,indvoldsorm,,,,Merck Veterinary Manual – Equine Herpesvirus Infection,https://www.merckvetmanual.com/horse-owners/lung-and-airway-disorders-of-horses/equine-herpesvirus-infection-in-horses,OK,2026-07-09,Åben veterinærside. Underbygger equint herpesvirus som virusinfektion hos heste.
