Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Skæve taktarter og danse,Hvad adskiller ofte en Balkan-karsilamas i 9/8 fra en vestlig 9/8-jig?,100,"Karsilamas grupperer pulsen ulige, ofte 2+2+2+3",Karsilamas mangler grundpuls,Jiggen spilles altid i 4/4,Karsilamas har kun tre ottendedele,,,,Karsilamas - Wikipedia,https://en.wikipedia.org/wiki/Karsilamas,OK,2026-07-09,Underbygger at karsilamas er en folkedans udbredt i tyrkisk/græsk sammenhæng og ofte forbindes med 9/8; brugt til spørgsmålet om 9/8 og ulige Balkan-gruppering.
Skæve taktarter og danse,Hvad betegner usul i osmannisk og tyrkisk musikteori?,200,et organiseret rytmisk mønster eller kredsløb,en bestemt skalatype,en slags strengeinstrument,en vokal improvisation uden puls,,,,Rhythm in Turkish music - Wikipedia,https://en.wikipedia.org/wiki/Rhythm_in_Turkish_music,OK,2026-07-09,Underbygger at usul i osmannisk/tyrkisk kunstmusik er et underliggende rytmisk cyklisk mønster.
Skæve taktarter og danse,Hvad er det serbiske kolo?,300,en kollektiv kæde- eller kredsdans,en solosang for gusle,en type sækkepibe,en begravelsesmarch,,,,"UNESCO ICH · Kolo, traditional folk dance",https://ich.unesco.org/en/RL/kolo-traditional-folk-dance-01270,OK,2026-07-09,Officiel UNESCO-kilde; underbygger kolo som traditionel kollektiv folkedans fra Serbien og optagelsen på UNESCO-listen i 2017.
Skæve taktarter og danse,Hvad betegner oro oftest i nordmakedonsk musik- og dansekultur?,400,en kæde- eller kredsdans,en religiøs hymne,en trompettype,en solosang uden dans,,,,Hora (dance) - Wikipedia,https://en.wikipedia.org/wiki/Oro_(dance),OK,2026-07-09,Underbygger oro/horo/hora som kæde- eller kredsdans i Balkanområdet.
Skæve taktarter og danse,Hvad er en rumænsk hora typisk?,500,en fælles kredsdans,en fri klagesang,en militær trommemarch,en hyrdefløjte,,,,Hora (dance) - Wikipedia,https://en.wikipedia.org/wiki/Hora_(dance),OK,2026-07-09,Underbygger hora som fælles kæde- eller kredsdans i Rumænien og omkringliggende områder.
Skæve taktarter og danse,Hvordan organiseres en græsk syrtos normalt på dansegulvet?,600,som en åben kæde eller kreds med en leder,som fire adskilte solodansere,som siddende pardans,som en march uden håndfatning,,,,Syrtos - Wikipedia,https://en.wikipedia.org/wiki/Syrtos,OK,2026-07-09,"Underbygger syrtos som græsk kæde-/kredsdans, typisk danset i åben kæde med en leder."
Skæve taktarter og danse,Hvilken danse- og musikform findes i flere Balkanlande under navne som čoček og kyuchek?,700,en livlig form med osmanniske og romani forbindelser,en nordisk polska,en portugisisk fado,en irsk reel,,,,Čoček - Wikipedia,https://en.wikipedia.org/wiki/%C4%8Co%C4%8Dek,OK,2026-07-09,Underbygger čoček/kyuchek som Balkan-genre/dans med osmanniske og romani forbindelser.
Skæve taktarter og danse,Hvilken formulering om skæve taktarter er mest præcis?,800,"De er udbredte i mange, men ikke alle, Balkantraditioner",Al Balkanmusik går i skæve taktarter,Skæve taktarter findes kun hos Roma,Balkanmusik bruger aldrig lige taktarter,,,,Turkish rhythms,https://chromatone.center/theory/rhythm/system/turkish/,OK,2026-07-09,Underbygger aksak som tyrkisk betegnelse for haltende/ujævne asymmetriske rytmer bygget af 2- og 3-grupper.
Roma og musik på tværs,Hvilket instrument var Ferus Mustafov især kendt for?,100,saxofon,bouzouki,gaida,tapan,,,,Ferus Mustafov - Wikipedia,https://en.wikipedia.org/wiki/Ferus_Mustafov,OK,2026-07-09,"Underbygger Ferus Mustafov som makedonsk saxofonist/klarinettist, især kendt for saxofon."
Roma og musik på tværs,Hvilket instrument forbindes især med den tyrkisk-romani musiker Selim Sesler?,200,klarinet,kanun,trompet,tamburica,,,,Selim Sesler - Wikipedia,https://en.wikipedia.org/wiki/Selim_Sesler,OK,2026-07-09,Underbygger Selim Sesler som tyrkisk-romani klarinettist.
