Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Fødsel og udvikling,Hvad kan en kold unge uden for reden være tegn på?,100,at den behøver hurtig hjælp og varme,at den er klar til fravænning,at den er i normal dvale,at den har fået for meget hø,,,,The Spruce Pets – How to Warm Up a Cold Baby Bunny,https://www.thesprucepets.com/warm-up-a-cold-baby-bunny-1835743,OK,2026-07-09,"Åben praktisk vejledning. Underbygger at en kold unge uden for reden skal varmes forsigtigt og lægges tilbage, samt at nyfødte kits er blinde, døve og hårløse."
Fødsel og udvikling,Hvilken type udvikling har kaninunger ved fødslen?,200,de er hjælpeløse og uudviklede,de kan straks løbe og æde græs,de kan flyve efter få timer,de lever uden moderpleje,,,,Merck Veterinary Manual – Management of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/management-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger reproduktion, drægtighed, redekasse, kindling, kit/doe/buck, ungernes udvikling, håndopmadning, fravænning, håndtering, neutralisering og basal forebyggende pleje."
Fødsel og udvikling,Hvilken dyreorden tilhører kaniner?,300,hareordenen,gnaverordenen,rovdyrordenen,pungdyrordenen,,,,MSD Veterinary Manual – Nutrition of Rabbits,https://www.msdvetmanual.com/exotic-and-laboratory-animals/rabbits/nutrition-of-rabbits,OK,2026-07-09,"Åben veterinær reference om kaniners ernæring. Underbygger fiberrig kost, hø, fordøjelsesmotilitet, blindtarmsfermentering, cecotrofer og B-vitaminer."
Fødsel og udvikling,"Hvad hedder den europæiske vildkanins videnskabelige art, som tamkaninen stammer fra?",400,Oryctolagus cuniculus,Lepus europaeus,Cavia porcellus,Rattus norvegicus,,,,Wikipedia – European rabbit,https://en.wikipedia.org/wiki/European_rabbit,OK,2026-07-09,Åben encyklopædisk artikel. Underbygger Oryctolagus cuniculus som europæisk vildkanin og tamkaninens stamform.
Fødsel og udvikling,Hvor mange fortænder har en kanin i over- og underkæben tilsammen?,500,seks,to,fire,otte,,,,MSD Veterinary Manual – Disorders and Diseases of Rabbits,https://www.msdvetmanual.com/all-other-pets/rabbits/disorders-and-diseases-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger GI-stase, diarré, appetitløshed, tandproblemer, luftvejsproblemer, hud-/bagpartsproblemer og hvornår dyrlæge bør kontaktes."
Fødsel og udvikling,Hvad er særligt ved kaninens tænder gennem hele livet?,600,de vokser kontinuerligt,de falder ud hvert år,de bliver til horn,de holder op med at vokse efter fravænning,,,,MSD Veterinary Manual – Disorders and Diseases of Rabbits,https://www.msdvetmanual.com/all-other-pets/rabbits/disorders-and-diseases-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger GI-stase, diarré, appetitløshed, tandproblemer, luftvejsproblemer, hud-/bagpartsproblemer og hvornår dyrlæge bør kontaktes."
Fødsel og udvikling,"Hvad er cecotrofer, som unge kaniner efterhånden begynder at æde?",700,næringsrige bløde blindtarmsklumper,ufordøjelige træpiller,parasitter i pelsen,mineralske sten,,,,MSD Veterinary Manual – Nutrition of Rabbits,https://www.msdvetmanual.com/exotic-and-laboratory-animals/rabbits/nutrition-of-rabbits,OK,2026-07-09,"Åben veterinær reference om kaniners ernæring. Underbygger fiberrig kost, hø, fordøjelsesmotilitet, blindtarmsfermentering, cecotrofer og B-vitaminer."
Fødsel og udvikling,Hvad er den vigtigste biologiske forskel mellem en kanin og en hareunge ved fødslen?,800,"kaninunger fødes blinde og nøgne, hareunger mere udviklede","kaninunger fødes med gevir, hareunger uden",hareunger fødes i æg,kaninunger kan straks løbe hurtigere end voksne,,,,Wikipedia – Rabbit,https://en.wikipedia.org/wiki/Rabbit,OK,2026-07-09,"Åben encyklopædisk artikel. Underbygger generel taksonomi, at tamkaniner stammer fra europæisk vildkanin, hareordenen og forskellen mellem kanin- og hareunger."
Rede og moderpleje,"Hvad er formålet med tidlig, rolig socialisering?",100,at mindske senere frygt for normal menneskelig kontakt,at lære ungerne at leve alene,at gøre dem afhængige af sukker,at stoppe deres pelsvækst,,,,Merck Veterinary Manual – Management of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/management-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger reproduktion, drægtighed, redekasse, kindling, kit/doe/buck, ungernes udvikling, håndopmadning, fravænning, håndtering, neutralisering og basal forebyggende pleje."
Rede og moderpleje,Hvilket tegn hos moderen bør få en til at gå langsommere frem med håndtering?,200,stress eller uro,at hun spiser hø,at hun vasker sig,at hun drikker vand,,,,RSPCA – Handling Rabbits / How to Pick Up a Rabbit,https://www.rspca.org.uk/adviceandwelfare/pets/rabbits/company/handling,OK,2026-07-09,"Åben dyrevelfærdsside. Underbygger sikker håndtering tæt ved gulvet, støtte under ryg/bagpart, aldrig løfte i ørerne og aldrig holde kaniner på ryggen."
