Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Grundlov og Folketing,Hvad hedder Folketingets øverste ledelse med formanden og fire næstformænd?,100,Præsidiet,Statsrådet,Udvalgsrådet,Rigsretten,,,,Præsidiet,https://www.ft.dk/da/leksikon/Praesidiet,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Præsidiet som Folketingets øverste ledelse med formanden og fire næstformænd.
Grundlov og Folketing,Hvilken institution undersøger klager over offentlige myndigheders forvaltning på Folketingets vegne?,200,Folketingets Ombudsmand,Rigsrevisionen,Højesteret,Datatilsynet,,,,Folketingets Ombudsmand,https://www.ft.dk/da/organisation/folketingets-institutioner/folketingets-ombudsmand,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Ombudsmandens rolle som institution under Folketinget, der behandler klager over offentlige myndigheder."
Grundlov og Folketing,Hvilken grundlovsbestemt frihed beskytter retten til at ytre sig under ansvar for domstolene?,300,ytringsfriheden,forsamlingspligten,valgbarheden,aktindsigten,,,,Grundlovens paragraf 77,https://www.ft.dk/da/dokumenter/bestil-publikationer/publikationer/mingrundlov/min-grundlov/kapitel-8/paragraf-77,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger ytringsfriheden i grundlovens § 77.
Grundlov og Folketing,Hvilken grundlovsbestemt frihed beskytter retten til at danne foreninger i lovligt øjemed?,400,foreningsfriheden,boligretten,vetoretten,skattefriheden,,,,Grundlovens paragraf 78,https://www.ft.dk/da/dokumenter/bestil-publikationer/publikationer/mingrundlov/min-grundlov/kapitel-8/paragraf-78,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger foreningsfriheden i grundlovens § 78.
Grundlov og Folketing,Hvilken grundlovsbestemt frihed beskytter retten til at samles ubevæbnet?,500,forsamlingsfriheden,pressefriheden,ejendomsretten,næringsfriheden,,,,Grundlovens paragraf 79,https://www.ft.dk/da/dokumenter/bestil-publikationer/publikationer/mingrundlov/min-grundlov/kapitel-8/paragraf-79,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger forsamlingsfriheden i grundlovens § 79.
Grundlov og Folketing,Hvilket krav gælder ved en folkeafstemning om en grundlovsændring ud over et flertal af de afgivne stemmer?,600,ja-stemmerne skal udgøre mindst 40 procent af alle stemmeberettigede,mindst to tredjedele af kommunerne skal stemme ja,alle partier skal stemme ja,valgdeltagelsen skal være 100 procent,,,,Min grundlov,https://www.ft.dk/da/dokumenter/bestil-publikationer/publikationer/mingrundlov/min-grundlov,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger grundlovens bestemmelser om regeringsform, folkekirke, folketingsår, lovforslag, ministerudnævnelse, mistillidsvotum og grundlovsændring."
Grundlov og Folketing,Hvad er Danmark ifølge grundloven?,700,et indskrænket monarki,en føderal republik,et enevældigt kongedømme,en konføderation,,,,Min grundlov,https://www.ft.dk/da/dokumenter/bestil-publikationer/publikationer/mingrundlov/min-grundlov,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger grundlovens bestemmelser om regeringsform, folkekirke, folketingsår, lovforslag, ministerudnævnelse, mistillidsvotum og grundlovsændring."
Grundlov og Folketing,Hvilken kirke er ifølge grundloven den danske folkekirke?,800,den evangelisk-lutherske kirke,den romersk-katolske kirke,den reformerte kirke,den anglikanske kirke,,,,Min grundlov,https://www.ft.dk/da/dokumenter/bestil-publikationer/publikationer/mingrundlov/min-grundlov,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger grundlovens bestemmelser om regeringsform, folkekirke, folketingsår, lovforslag, ministerudnævnelse, mistillidsvotum og grundlovsændring."
Valg og partier,Hvilket år blev Socialistisk Folkeparti stiftet?,100,1959,1945,1968,1973,,,,Socialistisk Folkeparti (SF) 1959-,https://danmarkshistorien.lex.dk/Socialistisk_Folkeparti_%28SF%29_1959-,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Socialistisk Folkepartis stiftelse i 1959.
Valg og partier,Hvilket år blev Enhedslisten dannet?,200,1989,1973,1995,2007,,,,Politiske partier – Danmarkshistorien | Lex,https://danmarkshistorien.lex.dk/.taxonomy/7257,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger partihistoriske opslag for bl.a. Enhedslisten og Dansk Folkeparti.
