Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Byer og kendte steder,Hvilken by er centrum på Mors og ligger ved Sallingsund?,100,Nykøbing Mors,Thisted,Skive,Løgstør,,,,Lex – Nykøbing Mors,https://lex.dk/Nyk%C3%B8bing_Mors,OK,2026-07-09,Dansk leksikonartikel. Underbygger Nykøbing Mors som centrum på Mors ved Sallingsund og nær Jesperhus.
Byer og kendte steder,Hvilken nordvestjysk by ligger nær Nationalpark Thy?,200,Thisted,Hjørring,Aalborg,Viborg,,,,Lex – Thisted,https://lex.dk/Thisted,OK,2026-07-09,Dansk leksikonartikel. Underbygger Thisted som nordvestjysk by nær Nationalpark Thy.
Byer og kendte steder,Hvilken by ved Limfjorden er kendt for Jesperhus Blomsterpark på Mors?,300,Nykøbing Mors,Skive,Lemvig,Hobro,,,,Lex – Nykøbing Mors,https://lex.dk/Nyk%C3%B8bing_Mors,OK,2026-07-09,Dansk leksikonartikel. Underbygger Nykøbing Mors som centrum på Mors ved Sallingsund og nær Jesperhus.
Byer og kendte steder,Hvilken by har frilandsmuseet Den Gamle By?,400,Aarhus,Aalborg,Ribe,Kolding,,,,Lex – Aarhus,https://lex.dk/Aarhus,OK,2026-07-09,"Dansk leksikonartikel. Underbygger at Aarhus er Danmarks næststørste by, ligger ved Aarhus Bugt og rummer centrale kultur- og uddannelsesinstitutioner."
Byer og kendte steder,Hvilken by er LEGO-koncernens oprindelsessted og hjemsted for LEGOLAND?,500,Billund,Vejle,Herning,Kolding,,,,Lex – Billund,https://lex.dk/Billund,OK,2026-07-09,Dansk leksikonartikel. Underbygger Billund som LEGO-koncernens oprindelsessted og hjemsted for LEGOLAND.
Byer og kendte steder,Hvilken lille by er kendt for Jellingmonumenterne med gravhøje og runesten?,600,Jelling,Vejen,Brande,Skjern,,,,Lex – Jelling,https://lex.dk/Jelling,OK,2026-07-09,Dansk leksikonartikel. Underbygger Jelling som sted for Jellingmonumenterne med gravhøje og runesten.
Byer og kendte steder,Hvilken sønderjysk by er kendt for sin brede hovedgade og det historiske Brundlund Slot?,700,Aabenraa,Haderslev,Tønder,Sønderborg,,,,Lex – Aabenraa,https://lex.dk/Aabenraa,OK,2026-07-09,Dansk leksikonartikel. Underbygger Aabenraa og Brundlund Slot/byens historiske miljø.
Byer og kendte steder,Hvilken by nær den dansk-tyske grænse er kendt for Tønder Festival?,800,Tønder,Ribe,Aabenraa,Haderslev,,,,Lex – Tønder,https://lex.dk/T%C3%B8nder,OK,2026-07-09,Dansk leksikonartikel. Underbygger Tønder som by nær grænsen og kendt for Tønder Festival.
Landskab og farvande,Hvilken å markerede dele af den dansk-tyske grænse fra 1864 til 1920?,100,Kongeåen,Gudenåen,Skjern Å,Vidåen,,,,Lex – Kongeåen,https://lex.dk/Konge%C3%A5en,OK,2026-07-09,Dansk leksikonartikel. Underbygger Kongeåen som grænseområde mellem Danmark og Tyskland i perioden 1864-1920.
Landskab og farvande,Hvad hedder Danmarks vestligste punkt?,200,Blåvandshuk,Grenen,Gedser Odde,Dueodde,,,,Lex – Blåvandshuk,https://lex.dk/Bl%C3%A5vandshuk,OK,2026-07-09,Dansk leksikonartikel. Underbygger Blåvandshuk som Danmarks vestligste punkt.
Landskab og farvande,Hvilket næs ved Grenen er Danmarks nordligste punkt på fastlandet?,300,Skagens Odde,Helgenæs,Hindsholm,Sletterhage,,,,Lex – Skagens Odde,https://lex.dk/Skagens_Odde,OK,2026-07-09,Dansk leksikonartikel. Underbygger Skagens Odde/Grenen som Danmarks nordligste fastlandspunkt.
Landskab og farvande,Hvilket landskab omkring Silkeborg er kendt som Søhøjlandet?,400,det midtjyske sø- og højdedrag,den sønderjyske marsk,den vestjyske klithede,den nordjyske kalkslette,,,,Lex – Det Midtjyske Søhøjland,https://lex.dk/Det_Midtjyske_S%C3%B8h%C3%B8jland,OK,2026-07-09,"Dansk leksikonartikel. Underbygger Det Midtjyske Søhøjland omkring Silkeborg som et sørigt, kuperet midtjysk landskab."
Landskab og farvande,"Hvilken geologisk proces har især formet de tunneldale, som flere østjyske fjorde følger?",500,istidens smeltevand,vulkanudbrud,koralvækst,ørvegravning,,,,Lex – tunneldal,https://lex.dk/tunneldal,OK,2026-07-09,Dansk leksikonartikel. Underbygger tunneldale som landskabsformer dannet af smeltevand under isen.
Landskab og farvande,Hvilken jordtype er typisk for store dele af Vestjyllands hedesletter?,600,sandet smeltevandsjord,frugtbar kalkjord,vulkansk askejord,marine lerklinter,,,,Lex – hedeslette,https://lex.dk/hedeslette,OK,2026-07-09,Dansk leksikonartikel. Underbygger hedesletter og sandede smeltevandsaflejringer som typiske vestjyske jord-/landskabsformer.
Landskab og farvande,"Hvilket område omkring Tønder er præget af marsk, diger og kog?",700,den sønderjyske marsk,Himmerland,Salling,Djursland,,,,Lex – Tøndermarsken,https://lex.dk/T%C3%B8ndermarsken,OK,2026-07-09,Dansk leksikonartikel. Underbygger den sønderjyske marsk omkring Tønder med diger og kog.
Landskab og farvande,Hvad hedder morænebakkerne syd for Viborg med udsigt over Hald Sø?,800,Dollerup Bakker,Rebild Bakker,Ejer Bjerge,Mols Bjerge,,,,Lex – Dollerup Bakker,https://lex.dk/Dollerup_Bakker,OK,2026-07-09,Dansk leksikonartikel. Underbygger Dollerup Bakker syd for Viborg ved Hald Sø.
Historie og arkæologi,Hvilken indledning har Jyske Lovs berømte første sætning?,100,Med lov skal land bygges,Frygt Gud og ær kongen,Enighed gør stærk,Ret skal være ret,,,,Lex – Jyske Lov,https://lex.dk/Jyske_Lov,OK,2026-07-09,"Dansk leksikonartikel. Underbygger Jyske Lov, Valdemar Sejr, 1241 og den kendte indledning “Med lov skal land bygges”."
Historie og arkæologi,Hvilken arkæologisk båd fra førromersk jernalder blev fundet i en mose på Als?,200,Hjortspringbåden,Skuldelevskibet,Nydambåden,Ladbyskibet,,,,Lex – Hjortspringbåden,https://lex.dk/Hjortspringb%C3%A5den,OK,2026-07-09,Dansk leksikonartikel. Underbygger Hjortspringbåden som bådfund fra førromersk jernalder på Als.
Historie og arkæologi,Hvilket stort jernalderfartøj blev fundet i Nydam Mose i Sønderjylland?,300,Nydambåden,Hjortspringbåden,Osebergskibet,Gokstadskibet,,,,Lex – Nydambåden,https://lex.dk/Nydamb%C3%A5den,OK,2026-07-09,Dansk leksikonartikel. Underbygger Nydambåden som stort jernalderfartøj fundet i Nydam Mose.
Historie og arkæologi,Hvilket anlæg ved Vejle Ådal regnes som en vikingetidig træbro fra Harald Blåtands tid?,400,Ravningbroen,Den Gamle Lillebæltsbro,Hjejlebroen,Kongeåbroen,,,,Lex – Ravningbroen,https://lex.dk/Ravningbroen,OK,2026-07-09,Dansk leksikonartikel. Underbygger Ravningbroen ved Vejle Ådal fra Harald Blåtands tid.
