Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Retter og hjemsteder,Hvilken dansk frokosttradition består af pålæg på en skive rugbrød?,100,smørrebrød,tapas,mezze,antipasti,,,,Wikipedia – Smørrebrød,https://en.wikipedia.org/wiki/Sm%C3%B8rrebr%C3%B8d,OK,2026-07-09,Åben oversigtsartikel. Underbygger smørrebrød som dansk frokosttradition med pålæg på rugbrød.
Retter og hjemsteder,Hvilke friterede kugler eller flade bidder af kikærter eller hestebønner forbindes med Mellemøsten?,200,falafel,pakora,arancini,croquetas,,,,Wikipedia – Falafel,https://en.wikipedia.org/wiki/Falafel,OK,2026-07-09,Åben oversigtsartikel. Underbygger falafel som friterede kugler/flade bidder af kikærter eller hestebønner i Mellemøsten.
Retter og hjemsteder,Hvilken ret af æg pocheret i en krydret tomatsauce forbindes med Nordafrika og Mellemøsten?,300,shakshuka,menemen,huevos rancheros,frittata,,,,Wikipedia – Shakshuka,https://en.wikipedia.org/wiki/Shakshouka,OK,2026-07-09,Åben oversigtsartikel. Underbygger shakshuka som æg pocheret i krydret tomatsauce fra Nordafrika/Mellemøsten.
Retter og hjemsteder,Hvilken indonesisk ret betyder “stegte ris”?,400,nasi goreng,mee goreng,rendang,gado-gado,,,,Wikipedia – Nasi goreng,https://en.wikipedia.org/wiki/Nasi_goreng,OK,2026-07-09,Åben oversigtsartikel. Underbygger nasi goreng som indonesisk “stegte ris”.
Retter og hjemsteder,Hvilken aromatisk lagdelt risret med rødder i Sydasien og den persisk-muslimske madtradition kaldes hvad?,500,biryani,paella,jollof,risotto,,,,Wikipedia – Biryani,https://en.wikipedia.org/wiki/Biryani,OK,2026-07-09,"Åben oversigtsartikel. Underbygger biryani som aromatisk, lagdelt risret med rødder i Sydasien og persisk-muslimsk madtradition."
Retter og hjemsteder,"Hvilken tynd, fermenteret pandekage af ris og linser forbindes især med Sydindien?",600,dosa,chapati,paratha,puri,,,,Wikipedia – Dosa,https://en.wikipedia.org/wiki/Dosa_(food),OK,2026-07-09,"Åben oversigtsartikel. Underbygger dosa som tynd, fermenteret pandekage af ris og linser fra Sydindien."
Retter og hjemsteder,Hvilken sydøstasiatisk nudelsuppe findes i mange regionale varianter med krydret bouillon eller kokosmælk?,700,laksa,pho,udon,borsjtj,,,,Wikipedia – Laksa,https://en.wikipedia.org/wiki/Laksa,OK,2026-07-09,Åben oversigtsartikel. Underbygger laksa som sydøstasiatisk nudelsuppe i regionale varianter med krydret bouillon eller kokosmælk.
Retter og hjemsteder,"Hvilken langsomt kogt, krydret kødret stammer fra minangkabau-kulturen på Sumatra?",800,rendang,satay,soto,laksa,,,,Wikipedia – Rendang,https://en.wikipedia.org/wiki/Rendang,OK,2026-07-09,Åben oversigtsartikel. Underbygger rendang som langsomt kogt kødret fra minangkabau-kulturen på Sumatra.
Ingredienser og teknikker,Hvilket stof gennemgår den vigtigste forandring ved karamellisering?,100,sukker,protein,stivelse,mineraler,,,,Wikipedia – Caramelization,https://en.wikipedia.org/wiki/Caramelization,OK,2026-07-09,Åben oversigtsartikel. Underbygger karamellisering som kemiske forandringer i sukker ved opvarmning.
Ingredienser og teknikker,Hvad betyder det at blanchere grøntsager?,200,kort koge dem og ofte straks køle dem ned,langtidsbage dem ved lav varme,tørre dem i solen,fermentere dem i ugevis,,,,Wikipedia – Blanching,https://en.wikipedia.org/wiki/Blanching_(cooking),OK,2026-07-09,Åben oversigtsartikel. Underbygger blanchering som kort kogning/skoldning og ofte hurtig afkøling.
