Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘thunder’?,100,torden,finregn,brise,hagl,,,,Wiktionary – thunder,https://en.wiktionary.org/wiki/thunder,OK – åbnet,2026-07-09,Åbent ordbogsopslag. Underbygger betydningen af “thunder”; det danske svar er en elevvenlig oversættelse/parafrase.
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘breeze’?,200,brise,finregn,torden,hagl,,,,Wiktionary – breeze,https://en.wiktionary.org/wiki/breeze,OK – åbnet,2026-07-09,Åbent ordbogsopslag. Underbygger betydningen af “breeze”; det danske svar er en elevvenlig oversættelse/parafrase.
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘hail’?,300,hagl,finregn,torden,brise,,,,Wiktionary – hail,https://en.wiktionary.org/wiki/hail,OK – åbnet,2026-07-09,Åbent ordbogsopslag. Underbygger betydningen af “hail”; det danske svar er en elevvenlig oversættelse/parafrase.
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘borrow’?,400,låne af nogen,låne noget ud,forbedre,undgå,,,,Wiktionary – borrow,https://en.wiktionary.org/wiki/borrow,OK – åbnet,2026-07-09,Åbent ordbogsopslag. Underbygger betydningen af “borrow”; det danske svar er en elevvenlig oversættelse/parafrase.
Grammatik og udtale,Hvad er den korrekte komparativform af “good”?,100,better,gooder,more good,best,,,,British Council – Comparative and superlative adjectives,https://learnenglish.britishcouncil.org/free-resources/grammar/english-grammar-reference/comparative-superlative-adjectives,OK – åbnet,2026-07-09,Åben grammatikkilde. Underbygger formen “better” som komparativ af “good”.
Grammatik og udtale,Hvad er den korrekte superlativform af “bad”?,200,worst,baddest,more bad,worse,,,,British Council – Comparative and superlative adjectives,https://learnenglish.britishcouncil.org/free-resources/grammar/english-grammar-reference/comparative-superlative-adjectives,OK – åbnet,2026-07-09,Åben grammatikkilde. Underbygger formen “worst” som superlativ af “bad”.
Grammatik og udtale,Hvilken form er korrekt i sætningen “She ___ television every evening”?,300,watches,watch,watchs,watching,,,,British Council – Present simple,https://learnenglish.britishcouncil.org/free-resources/grammar/english-grammar-reference/present-simple,OK – åbnet,2026-07-09,Åben grammatikkilde. Underbygger -s i 3. person ental i present simple: “she watches”.
Grammatik og udtale,Hvilket af disse engelske substantiver er normalt utælleligt?,400,advice,suggestion,idea,answer,,,,British Council – Countable and uncountable nouns,https://learnenglish.britishcouncil.org/free-resources/grammar/a1-a2/nouns-countable-uncountable,OK – åbnet,2026-07-09,Åben grammatikkilde. Underbygger at “advice” normalt bruges som utælleligt substantiv på engelsk.
Litteratur og kultur,Hvem skrev værket “Nineteen Eighty-Four”?,100,George Orwell,William Shakespeare,Jane Austen,Charles Dickens,,,,Lex – George Orwell,https://lex.dk/George_Orwell,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger at George Orwell skrev Nineteen Eighty-Four/1984.
Litteratur og kultur,Hvem skrev værket “The Lord of the Rings”?,200,J.R.R. Tolkien,Virginia Woolf,Charlotte Brontë,James Joyce,,,,Lex – J.R.R. Tolkien,https://lex.dk/J.R.R._Tolkien,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger at J.R.R. Tolkien skrev The Lord of the Rings.
Litteratur og kultur,Hvem skrev værket “Mrs Dalloway”?,300,Virginia Woolf,J.R.R. Tolkien,Charlotte Brontë,James Joyce,,,,Lex – Virginia Woolf,https://lex.dk/Virginia_Woolf,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger at Virginia Woolf skrev Mrs Dalloway.
Litteratur og kultur,Hvem skrev værket “Jane Eyre”?,400,Charlotte Brontë,J.R.R. Tolkien,Virginia Woolf,James Joyce,,,,Lex – Charlotte Brontë,https://lex.dk/Charlotte_Bront%C3%AB,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger at Charlotte Brontë skrev Jane Eyre.
Den engelsktalende verden,Hvad er hovedstaden i New Zealand?,100,Wellington,London,Dublin,Ottawa,,,,Lex – Europas hovedstæder,https://lex.dk/Europas_hovedst%C3%A6der,OK – åbnet,2026-07-09,Dansk Lex-oversigt. Underbygger at Wellington er hovedstad i New Zealand.
Den engelsktalende verden,Hvilket land har engelsk og fransk som føderale officielle sprog?,200,Canada,Irland,New Zealand,Singapore,,,,Lex – Canada,https://lex.dk/Canada,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger at Canada er officielt tosproget med engelsk og fransk på føderalt niveau.
Den engelsktalende verden,Hvilket land har irsk som første officielle sprog og engelsk som andet?,300,Irland,Canada,New Zealand,Singapore,,,,An Coimisinéir Teanga – About the Language,https://www.coimisineir.ie/faoin-teanga?lang=EN,OK – åbnet,2026-07-09,"Åben officiel irsk sprogmyndighedskilde. Underbygger at irsk er første officielle sprog, og engelsk er anerkendt som andet officielt sprog."
