Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Historie og idégrundlag,På hvilken ø ligger Galtrup Efterskole?,100,Mors,Samsø,Bornholm,Langeland,,,,"efterskole - Læs om struktur, økonomi og historie - Lex",https://lex.dk/efterskole,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskole som skoleform, historie, Galtrup/Mors, Grundtvig-Kold-tradition, struktur, økonomi, elevstøtte og forholdet til folkehøjskolen."
Historie og idégrundlag,Hvorfor blev flere efterskoler oprettet nær den dansk-tyske grænse fra 1874?,200,for at undervise dansksindede unge fra Slesvig,for at uddanne søofficerer,for at drive universitetsforskning,for at erstatte alle landsbyskoler,,,,Efterskoler i Sønderjylland,https://graenseforeningen.dk/leksikon/efterskoler-i-soenderjylland,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger grænseskoler, efterskoleophold for sydslesvigske/dansksindede unge og oprettelsen af Ladelund i 1982."
Historie og idégrundlag,Hvorfor udviklede grænseskolerne sig som kostskoler?,300,eleverne skulle ikke krydse grænsen hver dag,der fandtes ingen veje i Danmark,lærerne måtte ikke bo hjemme,undervisning var kun tilladt om natten,,,,Efterskoler i Sønderjylland,https://graenseforeningen.dk/leksikon/efterskoler-i-soenderjylland,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger grænseskoler, efterskoleophold for sydslesvigske/dansksindede unge og oprettelsen af Ladelund i 1982."
Historie og idégrundlag,Hvad blev efterskolerne ved den gamle Kongeågrænse ofte kaldt?,400,Kongeåskolerne,Latinskolerne,Rytterskolerne,Navigationsskolerne,,,,Efterskoler i Sønderjylland,https://graenseforeningen.dk/leksikon/efterskoler-i-soenderjylland,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger grænseskoler, efterskoleophold for sydslesvigske/dansksindede unge og oprettelsen af Ladelund i 1982."
Skoleform og rammer,Hvad bygger en efterskole normalt på?,100,et værdigrundlag eller en pædagogisk idé,en kommunal partiprogram,en virksomheds salgsstrategi,en militær rangorden,,,,Bekendtgørelse af lov om efterskoler og frie fagskoler,https://retsinformation.dk/eli/lta/2026/470,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger lovgrundlag, formål, undervisning og samvær, selvvalgt værdigrundlag, bestyrelsesansvar, evaluering, tilsyn og rammer for frie kostskoler."
Skoleform og rammer,Hvad betyder “stå mål med-kravet”?,200,at undervisningen samlet skal kunne måle sig med folkeskolens,at alle fag skal have præcis samme timetal,at alle skoler skal bruge samme bøger,at alle elever skal have samme karakter,,,,Bekendtgørelse af lov om efterskoler og frie fagskoler,https://retsinformation.dk/eli/lta/2026/470,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger lovgrundlag, formål, undervisning og samvær, selvvalgt værdigrundlag, bestyrelsesansvar, evaluering, tilsyn og rammer for frie kostskoler."
Skoleform og rammer,Må efterskoler kalde fagene noget andet eller samle dem i projekter?,300,"ja, hvis undervisningen samlet står mål med folkeskolen","nej, alle skemaer skal være identiske",kun i weekender,kun efter universitetets regler,,,,Bekendtgørelse af lov om efterskoler og frie fagskoler,https://retsinformation.dk/eli/lta/2026/470,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger lovgrundlag, formål, undervisning og samvær, selvvalgt værdigrundlag, bestyrelsesansvar, evaluering, tilsyn og rammer for frie kostskoler."
Skoleform og rammer,Er en efterskole direkte bundet af folkeskolens vejledende timetal i hvert enkelt fag?,400,nej,"ja, uden undtagelse",kun i musik,kun i sommerferien,,,,Bekendtgørelse af lov om efterskoler og frie fagskoler,https://retsinformation.dk/eli/lta/2026/470,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger lovgrundlag, formål, undervisning og samvær, selvvalgt værdigrundlag, bestyrelsesansvar, evaluering, tilsyn og rammer for frie kostskoler."
Hverdag og fællesskab,Hvad er formålet med fælles måltider?,100,at kombinere mad med dagligt fællesskab,at erstatte undervisning,at kontrollere karakterer,at undgå samtale,,,,Hvad er en efterskole?,https://www.efterskolerne.dk/for-elever-og-foraeldre/hvad-er-en-efterskole/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskolelivets fokus på fællesskab, ansvar, at passe på hinanden, praktiske opgaver, køkkenhjælp, egne interesser, linje-/profilfag og valgfag."
Hverdag og fællesskab,"Hvad kaldes en fælles samling med beskeder, fortælling eller sang ofte?",200,morgensamling,censormøde,bestyrelsesvalg,privatistprøve,,,,Hvad er en efterskole?,https://www.efterskolerne.dk/for-elever-og-foraeldre/hvad-er-en-efterskole/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskolelivets fokus på fællesskab, ansvar, at passe på hinanden, praktiske opgaver, køkkenhjælp, egne interesser, linje-/profilfag og valgfag."
Hverdag og fællesskab,Hvilken aktivitet har en praktisk opgave som køkkentjans typisk til formål at træne?,300,ansvar for fælles opgaver,professionel kokkeautorisation,individuel konkurrence,fravær fra fællesskabet,,,,Hvad er en efterskole?,https://www.efterskolerne.dk/for-elever-og-foraeldre/hvad-er-en-efterskole/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskolelivets fokus på fællesskab, ansvar, at passe på hinanden, praktiske opgaver, køkkenhjælp, egne interesser, linje-/profilfag og valgfag."
Hverdag og fællesskab,Hvad er den mest konstruktive reaktion på konflikt med en værelseskammerat?,400,"tale roligt og søge hjælp, hvis det er nødvendigt",sprede rygter,ødelægge den andens ting,ignorere alle aftaler,,,,Har du det svært på din efterskole? Tænker ...,https://bornetelefonen.dk/gaar-paa-efterskole/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger råd til efterskoleelever om at tale med en tryg voksen, lave aftaler med værelseskammerater og søge hjælp ved trivsel/konflikter."
"Fag, prøver og elevdemokrati",Hvad er uddannelsesvejledningens formål?,100,at støtte et oplyst valg af ungdomsuddannelse,at vælge uddannelse for eleven,at udstede kørekort,at erstatte undervisning,,,,Vejledning i skolen,https://www.ug.dk/artikel/vejledning-i-skolen,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger uddannelsesvejledning og brobygning i 9. og 10. klasse som støtte til valg af ungdomsuddannelse.
"Fag, prøver og elevdemokrati",Hvad er brobygning i 10. klasse?,200,"forløb, hvor elever oplever en ungdomsuddannelse",bygning af en fysisk bro,en prøve i geografi,et forældremøde,,,,Om 10. klasse,https://uvm.dk/grundskole/folkeskolen/fag-og-indhold/10-klasse/om-10-klasse/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger 10. klasses obligatoriske fag dansk, matematik og engelsk, OSO, timetal og obligatorisk brobygning."
"Fag, prøver og elevdemokrati",Hvad står OSO traditionelt for i 10. klasse?,300,Obligatorisk Selvvalgt Opgave,Offentlig Skoleordning,Organiseret Samværsøvelse,Opholds- og StøtteOversigt,,,,Om 10. klasse,https://uvm.dk/grundskole/folkeskolen/fag-og-indhold/10-klasse/om-10-klasse/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger 10. klasses obligatoriske fag dansk, matematik og engelsk, OSO, timetal og obligatorisk brobygning."
