Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Krop og bevægelse,Hvad kaldes den lange knogle mellem forknæ eller hase og kodeled?,100,pibeknoglen,skulderbladet,kronbenet,bækkenet,,,,The Spruce Pets – Horse Pictures: A Guide to the Different Parts of a Horse,https://www.thesprucepets.com/the-parts-of-a-horse-1887388,OK,2026-07-09,"Åben illustreret oversigt over hestens ydre kropsdele. Underbygger betegnelser som withers/manke, poll/nakke, croup/kryds, fetlock/kodeled, pastern/kode, cannon bone/pibeknogle, hock/hase og gaskin/underlår."
Krop og bevægelse,Hvilket led på bagbenet svarer funktionelt omtrent til menneskets ankel?,200,haseleddet,kodeleddet,hofteleddet,albueleddet,,,,The Spruce Pets – Horse Pictures: A Guide to the Different Parts of a Horse,https://www.thesprucepets.com/the-parts-of-a-horse-1887388,OK,2026-07-09,"Åben illustreret oversigt over hestens ydre kropsdele. Underbygger betegnelser som withers/manke, poll/nakke, croup/kryds, fetlock/kodeled, pastern/kode, cannon bone/pibeknogle, hock/hase og gaskin/underlår."
Krop og bevægelse,"Hvad kaldes den V-formede, elastiske struktur på undersiden af hoven?",300,strålen,sålen,hovvæggen,kronranden,,,,The British Horse Society – Hoof anatomy,https://www.bhs.org.uk/horse-care-and-welfare/health-care-management/hoof-care/hoof-anatomy/,OK,2026-07-09,"Åben faglig side om hovens anatomi. Underbygger hovvæg, kronrand, sål, stråle og lameller."
Krop og bevægelse,Hvilket led på bagbenet svarer anatomisk til menneskets knæ?,400,stifleleddet,haseleddet,kodeleddet,forpartens knæ,,,,The Spruce Pets – Horse Pictures: A Guide to the Different Parts of a Horse,https://www.thesprucepets.com/the-parts-of-a-horse-1887388,OK,2026-07-09,"Åben illustreret oversigt over hestens ydre kropsdele. Underbygger betegnelser som withers/manke, poll/nakke, croup/kryds, fetlock/kodeled, pastern/kode, cannon bone/pibeknogle, hock/hase og gaskin/underlår."
Pasning og sundhed,Hvilken fagperson beskærer og eventuelt beslår hestens hove?,100,beslagsmeden,sadleren,dommeren,berideren,,,,The British Horse Society – Hoof anatomy,https://www.bhs.org.uk/horse-care-and-welfare/health-care-management/hoof-care/hoof-anatomy/,OK,2026-07-09,"Åben faglig side om hovens anatomi. Underbygger hovvæg, kronrand, sål, stråle og lameller."
Pasning og sundhed,Hvad bruges en hovrenser primært til?,200,at fjerne jord og sten fra hovens underside,at klippe manen,at måle pulsen,at pudse sadlen,,,,The British Horse Society – Hoof anatomy,https://www.bhs.org.uk/horse-care-and-welfare/health-care-management/hoof-care/hoof-anatomy/,OK,2026-07-09,"Åben faglig side om hovens anatomi. Underbygger hovvæg, kronrand, sål, stråle og lameller."
Pasning og sundhed,Hvilket mineral tilbydes ofte som en saltsten eller i en afbalanceret ration?,300,natriumchlorid,kviksølv,bly,uran,,,,Merck Veterinary Manual – Nutritional Requirements of Horses and Other Equids,https://www.merckvetmanual.com/management-and-nutrition/nutrition-horses/nutritional-requirements-of-horses-and-other-equids,OK,2026-07-09,"Åben veterinærside om hestens ernæringsbehov. Underbygger grovfoder, fiberrigt foder, kropskondition og afbalanceret mineralforsyning."
Pasning og sundhed,Hvorfor kan regelmæssig tandkontrol være vigtig for heste?,400,skarpe tandspidser og andre problemer kan påvirke tygning og komfort,hestens tænder holder op med at vokse ved ét år,tandkontrol ændrer hestens race,heste har ingen kindtænder,,,,AAEP – Dental Care,https://aaep.org/horsehealth/dental-care,OK,2026-07-09,"Åben veterinær hesteartikel. Underbygger hvorfor regelmæssig tandkontrol kan være vigtig for tygning, komfort og sundhed."
Racer og anvendelse,Fra hvilket land stammer fjordhesten?,100,Norge,Sverige,Danmark,Island,,,,Wikipedia – Fjord horse,https://en.wikipedia.org/wiki/Fjord_horse,OK,2026-07-09,Åben artikel om fjordhesten. Underbygger racens norske oprindelse.
Racer og anvendelse,Fra hvilken britisk øgruppe stammer shetlandsponyen?,200,Shetlandsøerne,Hebriderne,Orkneyøerne,Scillyøerne,,,,Wikipedia – Shetland pony,https://en.wikipedia.org/wiki/Shetland_pony,OK,2026-07-09,Åben artikel om shetlandsponyen. Underbygger oprindelsen på Shetlandsøerne.
Racer og anvendelse,I hvilket land blev Shire-hesten udviklet?,300,England,Belgien,Nederlandene,Irland,,,,Wikipedia – Shire horse,https://en.wikipedia.org/wiki/Shire_horse,OK,2026-07-09,Åben artikel om Shire-hesten. Underbygger racens udvikling i England.
Racer og anvendelse,Fra hvilket område i Skotland stammer Clydesdale-racen?,400,Clyde-dalen,Højlandet ved Inverness,Orkneyøerne,Fife-halvøen,,,,Wikipedia – Clydesdale horse,https://en.wikipedia.org/wiki/Clydesdale_horse,OK,2026-07-09,Åben artikel om Clydesdale. Underbygger oprindelsen i Clyde-dalen i Skotland.
Ridning og hestesport,Hvilke tre faser består klassisk eventing eller military af?,100,"dressur, terrænridt og springning","dressur, polo og voltigering","travløb, galopløb og springning","kørsel, distance og dressur",,,,FEI – Eventing,https://www.fei.org/disciplines/eventing,OK,2026-07-09,"Officiel FEI-side om eventing/military. Underbygger disciplinens tre dele: dressur, terræn/cross-country og springning."
Ridning og hestesport,Hvilken eventingfase foregår over faste forhindringer i terræn?,200,terrænridtet,dressuren,banespringningen,mønstringen,,,,FEI – Eventing,https://www.fei.org/disciplines/eventing,OK,2026-07-09,"Officiel FEI-side om eventing/military. Underbygger disciplinens tre dele: dressur, terræn/cross-country og springning."
Ridning og hestesport,Hvad kendetegner distanceridning?,300,lange ruter med veterinære kontroller af hestens tilstand,korte sprint med sulky,gymnastik på en cirkel,springning udelukkende indendørs,,,,FEI – Endurance,https://www.fei.org/disciplines/endurance,OK,2026-07-09,Officiel FEI-side om distanceridning. Underbygger lange ruter og veterinære kontroller.
