Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Lande og hovedstæder,Hvilket land har Tallinn som hovedstad?,100,Estland,Frankrig,Østrig,Moldova,,,,Lex – Europas hovedstæder,https://lex.dk/Europas_hovedst%C3%A6der,OK,2026-07-09,Dansk oversigt fra Lex over europæiske lande og hovedstæder. Underbygger land/hovedstad-relationen i spørgsmålet.
Lande og hovedstæder,Hvad er hovedstaden i Letland?,200,Riga,Paris,Luxembourg,Skopje,,,,Lex – Europas hovedstæder,https://lex.dk/Europas_hovedst%C3%A6der,OK,2026-07-09,Dansk oversigt fra Lex over europæiske lande og hovedstæder. Underbygger land/hovedstad-relationen i spørgsmålet.
Lande og hovedstæder,Hvilket land har Vilnius som hovedstad?,300,Litauen,Portugal,Tjekkiet,Belarus,,,,Lex – Europas hovedstæder,https://lex.dk/Europas_hovedst%C3%A6der,OK,2026-07-09,Dansk oversigt fra Lex over europæiske lande og hovedstæder. Underbygger land/hovedstad-relationen i spørgsmålet.
Lande og hovedstæder,Hvad er hovedstaden i Tyskland?,400,Berlin,Lissabon,Warszawa,Bukarest,,,,Lex – Europas hovedstæder,https://lex.dk/Europas_hovedst%C3%A6der,OK,2026-07-09,Dansk oversigt fra Lex over europæiske lande og hovedstæder. Underbygger land/hovedstad-relationen i spørgsmålet.
Kortet og naturen,Hvilket land har Kyiv som hovedstad?,100,Ukraine,Liechtenstein,Danmark,Irland,,,,Lex – Europas hovedstæder,https://lex.dk/Europas_hovedst%C3%A6der,OK,2026-07-09,Dansk oversigt fra Lex over europæiske lande og hovedstæder. Underbygger land/hovedstad-relationen i spørgsmålet.
Kortet og naturen,Hvad er hovedstaden i Belarus?,200,Minsk,Vaduz,Tbilisi,Lissabon,,,,Lex – Europas hovedstæder,https://lex.dk/Europas_hovedst%C3%A6der,OK,2026-07-09,Dansk oversigt fra Lex over europæiske lande og hovedstæder. Underbygger land/hovedstad-relationen i spørgsmålet.
Kortet og naturen,Hvilket land har Amsterdam som hovedstad?,300,Nederlandene,Monaco,Sverige,Belgien,,,,Lex – Europas hovedstæder,https://lex.dk/Europas_hovedst%C3%A6der,OK,2026-07-09,Dansk oversigt fra Lex over europæiske lande og hovedstæder. Underbygger land/hovedstad-relationen i spørgsmålet.
Kortet og naturen,Hvad er hovedstaden i Schweiz?,400,Bern,Monaco,Oslo,Athen,,,,Lex – Europas hovedstæder,https://lex.dk/Europas_hovedst%C3%A6der,OK,2026-07-09,Dansk oversigt fra Lex over europæiske lande og hovedstæder. Underbygger land/hovedstad-relationen i spørgsmålet.
Kendte steder,I hvilken hovedstad står Brandenburger Tor?,100,Berlin,Wien,Prag,Warszawa,,,,visitBerlin – Brandenburg Gate,https://www.visitberlin.de/en/brandenburg-gate,OK,2026-07-09,Officiel turismeside for Berlin. Underbygger Brandenburger Tor som seværdighed i Berlin.
Kendte steder,I hvilken hovedstad ligger Buckingham Palace?,200,London,Dublin,Bruxelles,Amsterdam,,,,Royal Collection Trust – Buckingham Palace,https://www.rct.uk/visit/buckingham-palace,OK,2026-07-09,Officiel britisk kongehus-/museumskilde. Underbygger Buckingham Palace som seværdighed i London.
Kendte steder,I hvilken hovedstad ligger det kongelige palads Palacio Real?,300,Madrid,Lissabon,Rom,Paris,,,,Patrimonio Nacional – Palacio Real de Madrid,https://www.patrimonionacional.es/visita/palacio-real-de-madrid,OK,2026-07-09,Officiel spansk kilde. Underbygger Palacio Real som kongeligt palads i Madrid.
Kendte steder,I hvilken hovedstad ligger Tivoli og Den Lille Havfrue?,400,København,Oslo,Stockholm,Helsinki,,,,Visit Copenhagen – The Little Mermaid,https://www.visitcopenhagen.com/copenhagen/planning/the-little-mermaid-gdk586951,OK,2026-07-09,Officiel København-turismeside. Underbygger Den Lille Havfrue som kendt københavnsk vartegn.
Historie og institutioner,Hvilken hovedstad blev samlet som Tysklands hovedstad igen efter genforeningen i 1990?,100,Berlin,Bonn,Frankfurt,München,,,,Lex – Berlin,https://lex.dk/Berlin,OK,2026-07-09,Dansk Lex-artikel. Underbygger Berlin som Tysklands hovedstad og byens historiske rolle.
Historie og institutioner,Hvilken hovedstad var delt af en mur fra 1961 til 1989?,200,Berlin,Wien,Prag,Warszawa,,,,Lex – Berlin,https://lex.dk/Berlin,OK,2026-07-09,Dansk Lex-artikel. Underbygger Berlin som Tysklands hovedstad og byens historiske rolle.
Historie og institutioner,"Hvilken hovedstad blev tidligere kaldt Konstantinopel, men er ikke Tyrkiets nuværende hovedstad?",300,Istanbul,Ankara,Izmir,Bursa,,,,Lex – Istanbul,https://lex.dk/Istanbul,OK,2026-07-09,"Dansk Lex-artikel. Underbygger Istanbul/Konstantinopel-forbindelsen og afklarer, at Tyrkiets hovedstad er Ankara."
