Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Lande og hovedstæder,Hvad er Argentinas hovedstad?,100,Buenos Aires,Córdoba,Montevideo,Rosario,,,,Wikipedia – List of national capitals,https://en.wikipedia.org/wiki/List_of_national_capitals,OK,2026-07-09,Åben oversigt over nationale hovedstæder; bruges til spørgsmål om land og hovedstad.
Lande og hovedstæder,Hvad er Sydkoreas hovedstad?,200,Seoul,Busan,Pyongyang,Incheon,,,,Wikipedia – List of national capitals,https://en.wikipedia.org/wiki/List_of_national_capitals,OK,2026-07-09,Åben oversigt over nationale hovedstæder; bruges til spørgsmål om land og hovedstad.
Lande og hovedstæder,Hvad er Thailands hovedstad?,300,Bangkok,Chiang Mai,Phuket,Hanoi,,,,Wikipedia – List of national capitals,https://en.wikipedia.org/wiki/List_of_national_capitals,OK,2026-07-09,Åben oversigt over nationale hovedstæder; bruges til spørgsmål om land og hovedstad.
Lande og hovedstæder,Hvad er Chiles hovedstad?,400,Santiago,Valparaíso,Lima,Concepción,,,,Wikipedia – List of national capitals,https://en.wikipedia.org/wiki/List_of_national_capitals,OK,2026-07-09,Åben oversigt over nationale hovedstæder; bruges til spørgsmål om land og hovedstad.
Lande og hovedstæder,Hvad er Perus hovedstad?,500,Lima,Cusco,Quito,Arequipa,,,,Wikipedia – List of national capitals,https://en.wikipedia.org/wiki/List_of_national_capitals,OK,2026-07-09,Åben oversigt over nationale hovedstæder; bruges til spørgsmål om land og hovedstad.
Lande og hovedstæder,Hvad er Colombias hovedstad?,600,Bogotá,Medellín,Cartagena,Cali,,,,Wikipedia – List of national capitals,https://en.wikipedia.org/wiki/List_of_national_capitals,OK,2026-07-09,Åben oversigt over nationale hovedstæder; bruges til spørgsmål om land og hovedstad.
Lande og hovedstæder,Hvad er Vietnams hovedstad?,700,Hanoi,Ho Chi Minh-byen,Da Nang,Bangkok,,,,Wikipedia – List of national capitals,https://en.wikipedia.org/wiki/List_of_national_capitals,OK,2026-07-09,Åben oversigt over nationale hovedstæder; bruges til spørgsmål om land og hovedstad.
"Bjerge, floder og landskaber",På hvilket kontinent ligger Himalaya?,100,Asien,Europa,Afrika,Nordamerika,,,,Wikipedia – Himalayas,https://en.wikipedia.org/wiki/Himalayas,OK,2026-07-09,Åben artikel om Himalaya i Asien.
"Bjerge, floder og landskaber",På hvilket kontinent ligger Rocky Mountains?,200,Nordamerika,Sydamerika,Asien,Europa,,,,Wikipedia – Rocky Mountains,https://en.wikipedia.org/wiki/Rocky_Mountains,OK,2026-07-09,Åben artikel om Rocky Mountains i Nordamerika.
"Bjerge, floder og landskaber",I hvilket land ligger vulkanen Fuji?,300,Japan,Indonesien,Filippinerne,Sydkorea,,,,Wikipedia – Mount Fuji,https://en.wikipedia.org/wiki/Mount_Fuji,OK,2026-07-09,Åben artikel om Fuji-bjerget i Japan.
