Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Pionerer og milepæle,Hvem blev det første menneske på Månen?,100,Neil Armstrong,Buzz Aldrin,Michael Collins,Pete Conrad,,,,NASA – Apollo 11,https://www.nasa.gov/mission/apollo-11/,OK,2026-07-09,"NASA-side om Apollo 11 som den første bemandede månelanding med Neil Armstrong, Buzz Aldrin og Michael Collins."
Pionerer og milepæle,Hvilken mission gennemførte den første bemandede månelanding?,200,Apollo 11,Apollo 8,Apollo 10,Apollo 12,,,,NASA – Apollo 11,https://www.nasa.gov/mission/apollo-11/,OK,2026-07-09,"NASA-side om Apollo 11 som den første bemandede månelanding med Neil Armstrong, Buzz Aldrin og Michael Collins."
Pionerer og milepæle,Hvem blev det andet menneske på Månen?,300,Buzz Aldrin,Michael Collins,Alan Bean,Jim Lovell,,,,NASA – Apollo 11,https://www.nasa.gov/mission/apollo-11/,OK,2026-07-09,"NASA-side om Apollo 11 som den første bemandede månelanding med Neil Armstrong, Buzz Aldrin og Michael Collins."
Pionerer og milepæle,Hvem blev den første amerikaner i kredsløb om Jorden?,400,John Glenn,Alan Shepard,Gus Grissom,Wally Schirra,,,,NASA – Friendship 7,https://www.nasa.gov/mission/mercury-atlas-6/,OK,2026-07-09,"NASA-side om John Glenn, Friendship 7 og den første amerikanske kredsløbsflyvning."
Pionerer og milepæle,Hvilken mission sendte de første mennesker i kredsløb om Månen?,500,Apollo 8,Apollo 7,Apollo 10,Apollo 11,,,,NASA – Apollo 8,https://www.nasa.gov/mission/apollo-8/,OK,2026-07-09,NASA-side om Apollo 8 som den første bemandede mission i kredsløb om Månen.
Pionerer og milepæle,Hvilken mission var den første bemandede flyvning i Apollo-programmet?,600,Apollo 7,Apollo 1,Apollo 8,Apollo 9,,,,NASA – Apollo 7,https://www.nasa.gov/mission/apollo-7/,OK,2026-07-09,NASA-side om Apollo 7 som den første bemandede Apollo-mission.
Pionerer og milepæle,Hvad hed John Glenns kapsel på den første amerikanske kredsløbsflyvning?,700,Friendship 7,Freedom 7,Faith 7,Sigma 7,,,,NASA – Friendship 7,https://www.nasa.gov/mission/mercury-atlas-6/,OK,2026-07-09,"NASA-side om John Glenn, Friendship 7 og den første amerikanske kredsløbsflyvning."
Raketter og rumfartøjer,Hvilken raket er kendt for at lande og genbruge sit første trin efter mange opsendelser?,100,Falcon 9,Saturn V,Ariane 5,Vostok-K,,,,SpaceX – Falcon 9,https://www.spacex.com/vehicles/falcon-9/,OK,2026-07-09,SpaceX-side om Falcon 9 som en genanvendelig totrinsraket med landing/genbrug af første trin.
Raketter og rumfartøjer,"Hvad hedder SpaceX-kapslen, der kan transportere astronauter til rumstationen?",200,Crew Dragon,Orion,Starliner,Cygnus,,,,SpaceX – Dragon,https://www.spacex.com/vehicles/dragon/,OK,2026-07-09,SpaceX-side om Dragon/Crew Dragon som rumfartøj til bl.a. astronauttransport til rumstationen.
Raketter og rumfartøjer,Hvilken europæisk raket blev brugt til at opsende James Webb-rumteleskopet?,300,Ariane 5,Ariane 1,Vega C,Soyuz 2,,,,ESA – Webb launch kit,https://www.esa.int/Science_Exploration/Space_Science/Webb/Webb_launch_kit,OK,2026-07-09,ESA-lanceringsmateriale om James Webb-rumteleskopet og opsendelsen med Ariane 5.
Raketter og rumfartøjer,Hvilken russisk raketfamilie har i årtier sendt Soyuz-rumfartøjer i kredsløb?,400,Soyuz,Proton,Energia,N1,,,,ESA – Soyuz launch vehicle,https://www.esa.int/Enabling_Support/Space_Transportation/Launch_vehicles/Soyuz,OK,2026-07-09,ESA-side om Soyuz-raketfamilien og dens brug til rumfartøjer og opsendelser.
Raketter og rumfartøjer,Hvad hedder NASAs kapsel til bemandede missioner længere ud end lavt kredsløb?,500,Orion,Dragonfly,Voyager,Pioneer,,,,NASA – Orion Spacecraft,https://www.nasa.gov/humans-in-space/orion-spacecraft/,OK,2026-07-09,NASA-side om Orion som kapsel til bemandede missioner længere ud end lavt kredsløb.
Raketter og rumfartøjer,Hvilke dele af rumfærgesystemet blev bjærget fra havet og genbrugt?,600,faststofboosterne,den eksterne tank,hovedmotorernes brændstof,nyttelastkappen på alle missioner,,,,NASA – What Was the Space Shuttle?,https://www.nasa.gov/learning-resources/for-kids-and-students/what-was-the-space-shuttle/,OK,2026-07-09,"NASA-elevside om rumfærgesystemet: orbiter, ekstern tank, faststofboostere og landing som svævefly."
Månen og Mars,"Hvad hed den første rover, der kørte på Mars?",100,Sojourner,Spirit,Opportunity,Curiosity,,,,NASA – Mars Pathfinder,https://www.nasa.gov/mission/mars-pathfinder/,OK,2026-07-09,"NASA-side om Mars Pathfinder, Sojourner-roveren og airbag-landingen."
Månen og Mars,"Hvad hed de to identiske Mars-rovere, der landede i 2004?",200,Spirit og Opportunity,Curiosity og Perseverance,Viking 1 og Viking 2,Sojourner og Phoenix,,,,NASA – Mars Exploration Rovers,https://www.nasa.gov/mission/mars-exploration-rovers-spirit-and-opportunity/,OK,2026-07-09,"NASA-side om de to Mars-rovere Spirit og Opportunity, der landede i 2004."
Månen og Mars,Hvilken NASA-lander gennemførte den første vellykkede amerikanske landing på Mars?,300,Viking 1,Mariner 9,Mars Pathfinder,Phoenix,,,,NASA – Viking 1,https://www.nasa.gov/mission/viking-1/,OK,2026-07-09,NASA-side om Viking 1 som den første vellykkede amerikanske landing på Mars.
Månen og Mars,Hvilken mission bragte roveren Sojourner til Mars?,400,Mars Pathfinder,Viking 1,Mars Global Surveyor,Mars Odyssey,,,,NASA – Mars Pathfinder,https://www.nasa.gov/mission/mars-pathfinder/,OK,2026-07-09,"NASA-side om Mars Pathfinder, Sojourner-roveren og airbag-landingen."
Månen og Mars,Hvilken landingsmetode brugte Mars Pathfinder til den sidste del af nedstigningen?,500,store airbags,en bemandet landingsbane,kun en faldskærm uden raketter,et solsejl,,,,NASA – Mars Pathfinder,https://www.nasa.gov/mission/mars-pathfinder/,OK,2026-07-09,"NASA-side om Mars Pathfinder, Sojourner-roveren og airbag-landingen."
