Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Første Verdenskrig,På hvilken dato trådte våbenstilstanden på Vestfronten i kraft?,100,11. november 1918,8. maj 1918,28. juni 1919,1. september 1918,,,,Wikipedia – Armistice of 11 November 1918,https://en.wikipedia.org/wiki/Armistice_of_11_November_1918,OK,2026-07-09,Åben artikel om våbenstilstanden 11. november 1918.
Første Verdenskrig,Hvilken traktat fastlagde fredsbetingelserne med Tyskland i 1919?,200,Versaillestraktaten,Trianontraktaten,Sèvres-traktaten,Locarnotraktaten,,,,Wikipedia – Treaty of Versailles,https://en.wikipedia.org/wiki/Treaty_of_Versailles,OK,2026-07-09,Åben artikel om Versaillestraktaten fra 1919.
Første Verdenskrig,Hvilken international organisation blev oprettet efter krigen for at fremme kollektiv sikkerhed?,300,Folkeforbundet,De Forenede Nationer,NATO,Warszawapagten,,,,Wikipedia – League of Nations,https://en.wikipedia.org/wiki/League_of_Nations,OK,2026-07-09,Åben artikel om Folkeforbundet/League of Nations efter Første Verdenskrig.
Første Verdenskrig,Hvilken amerikansk præsident fremlagde De Fjorten Punkter?,400,Woodrow Wilson,Theodore Roosevelt,Warren G. Harding,Calvin Coolidge,,,,Wikipedia – Fourteen Points,https://en.wikipedia.org/wiki/Fourteen_Points,OK,2026-07-09,Åben artikel om Woodrow Wilsons Fjorten Punkter.
Første Verdenskrig,Ved hvilket slag i 1915 blev klorgas anvendt i stor skala på Vestfronten?,500,Det Andet Slag ved Ypres,Slaget ved Somme,Slaget ved Marne,Slaget ved Cambrai,,,,Wikipedia – Second Battle of Ypres,https://en.wikipedia.org/wiki/Second_Battle_of_Ypres,OK,2026-07-09,Åben artikel om Det Andet Slag ved Ypres og klorgas i 1915.
Første Verdenskrig,Ved hvilket slag blev kampvogne første gang anvendt i krig i september 1916?,600,Somme,Verdun,Tannenberg,Jyllandsslaget,,,,Wikipedia – Battle of the Somme,https://en.wikipedia.org/wiki/Battle_of_the_Somme,OK,2026-07-09,Åben artikel om slaget ved Somme og den første brug af kampvogne i krig.
Første Verdenskrig,Hvad står forkortelsen ANZAC for?,700,Australian and New Zealand Army Corps,Allied Northern Zone Air Command,Anglo-Norman Zealand Artillery Corps,Atlantic Naval and Zeppelin Air Command,,,,Wikipedia – Australian and New Zealand Army Corps,https://en.wikipedia.org/wiki/Australian_and_New_Zealand_Army_Corps,OK,2026-07-09,Åben artikel om Australian and New Zealand Army Corps.
Anden Verdenskrig i Europa,Hvilken hollandsk by var hovedmål for den sidste bro i Operation Market Garden?,100,Arnhem,Rotterdam,Eindhoven,Utrecht,,,,Wikipedia – Operation Market Garden,https://en.wikipedia.org/wiki/Operation_Market_Garden,OK,2026-07-09,Åben artikel om Operation Market Garden og Arnhem-broen.
Anden Verdenskrig i Europa,Hvilken polsk hovedstad gjorde oprør mod den tyske besættelse i august 1944?,200,Warszawa,Kraków,Gdańsk,Lublin,,,,Wikipedia – Warsaw Uprising,https://en.wikipedia.org/wiki/Warsaw_Uprising,OK,2026-07-09,Åben artikel om Warszawaopstanden i august 1944.
Anden Verdenskrig i Europa,I hvilket år indgik Italien våbenstilstand med de allierede?,300,1943,1940,1942,1945,,,,Wikipedia – Armistice of Cassibile,https://en.wikipedia.org/wiki/Armistice_of_Cassibile,OK,2026-07-09,Åben artikel om Italiens våbenstilstand med de allierede i 1943.
Anden Verdenskrig i Europa,Hvem var Italiens fascistiske diktator under størstedelen af krigen?,400,Benito Mussolini,Francisco Franco,Ion Antonescu,Miklós Horthy,,,,Wikipedia – Benito Mussolini,https://en.wikipedia.org/wiki/Benito_Mussolini,OK,2026-07-09,Åben artikel om Benito Mussolini som Italiens fascistiske diktator.
Anden Verdenskrig i Europa,"Hvad kaldtes det franske regime, der samarbejdede med Tyskland fra byen Vichy?",500,Vichyregimet,Den Fjerde Republik,Frie Frankrig,Pariserkommunen,,,,Wikipedia – Vichy France,https://en.wikipedia.org/wiki/Vichy_France,OK,2026-07-09,Åben artikel om Vichyregimet/Vichy France.
Anden Verdenskrig i Europa,Hvilken britisk lokalitet var centrum for arbejdet med at bryde tyske koder?,600,Bletchley Park,Downing Street,Scapa Flow,Dover Castle,,,,Wikipedia – Bletchley Park,https://en.wikipedia.org/wiki/Bletchley_Park,OK,2026-07-09,Åben artikel om Bletchley Park og kodebrydning.
Global krig og Holocaust,Hvilken konference i januar 1942 koordinerede den nazistiske plan for deportation og mord på Europas jøder?,100,Wannseekonferencen,Jaltakonferencen,Evian-konferencen,Potsdamkonferencen,,,,Wikipedia – Wannsee Conference,https://en.wikipedia.org/wiki/Wannsee_Conference,OK,2026-07-09,Åben artikel om Wannseekonferencen i januar 1942.
Global krig og Holocaust,Hvad var Einsatzgruppen?,200,mobile nazistiske drabsenheder,tyske ubådsflåder,allierede kodebrydere,italienske partisaner,,,,Wikipedia – Einsatzgruppen,https://en.wikipedia.org/wiki/Einsatzgruppen,OK,2026-07-09,Åben artikel om Einsatzgruppen som mobile nazistiske drabsenheder.
Global krig og Holocaust,Hvilket oprør begyndte i den jødiske ghetto i Warszawa i april 1943?,300,Warszawaghettoens opstand,Warszawaopstanden,Pragopstanden,Slovakiske opstand,,,,Wikipedia – Warsaw Ghetto Uprising,https://en.wikipedia.org/wiki/Warsaw_Ghetto_Uprising,OK,2026-07-09,Åben artikel om opstanden i Warszawas ghetto i april 1943.
Global krig og Holocaust,Hvilken institution tildeler titlen “Retfærdig blandt nationerne”?,400,Yad Vashem,Røde Kors,Folkeforbundet,UNESCO,,,,Wikipedia – Righteous Among the Nations,https://en.wikipedia.org/wiki/Righteous_Among_the_Nations,OK,2026-07-09,Åben artikel om Yad Vashems titel Retfærdig blandt nationerne.
Global krig og Holocaust,Hvad kaldes pogromen mod jøder i Tyskland og Østrig natten 9.-10. november 1938?,500,Krystalnatten,De lange knives nat,Rigsbrandnatten,Sort torsdag,,,,Wikipedia – Kristallnacht,https://en.wikipedia.org/wiki/Kristallnacht,OK,2026-07-09,Åben artikel om Krystalnatten/Kristallnacht 9.-10. november 1938.
Global krig og Holocaust,Hvilke love fra 1935 fratog tyske jøder centrale borgerrettigheder?,600,Nürnberglovene,Weimarlovene,Locarnolovene,Potsdamdekreterne,,,,Wikipedia – Nuremberg Laws,https://en.wikipedia.org/wiki/Nuremberg_Laws,OK,2026-07-09,Åben artikel om Nürnberglovene fra 1935.
"Danmark, Norden og efterspil",På hvilken dato lød BBC's befrielsesbudskab til Danmark om aftenen?,100,4. maj 1945,5. maj 1944,8. maj 1945,9. april 1945,,,,Wikipedia – Liberation of Denmark,https://en.wikipedia.org/wiki/Liberation_of_Denmark,OK,2026-07-09,Åben artikel om Danmarks befrielse og befrielsesbudskabet 4. maj 1945.
"Danmark, Norden og efterspil",Hvilken dansk ø blev bombet af sovjetiske fly i maj 1945?,200,Bornholm,Lolland,Samsø,Læsø,,,,Wikipedia – Soviet bombing of Bornholm,https://en.wikipedia.org/wiki/Soviet_bombing_of_Bornholm,OK,2026-07-09,Åben artikel om de sovjetiske bombninger af Bornholm i maj 1945.
"Danmark, Norden og efterspil",Hvornår forlod de sidste sovjetiske styrker Bornholm?,300,1946,1945,1948,1950,,,,Wikipedia – Soviet occupation of Bornholm,https://en.wikipedia.org/wiki/Soviet_occupation_of_Bornholm,OK,2026-07-09,Åben artikel om den sovjetiske besættelse af Bornholm og tilbagetrækningen i 1946.
"Danmark, Norden og efterspil",Hvilket nordisk land blev ligesom Danmark invaderet den 9. april 1940?,400,Norge,Sverige,Finland,Island,,,,Wikipedia – German invasion of Norway,https://en.wikipedia.org/wiki/German_invasion_of_Norway,OK,2026-07-09,Åben artikel om Tysklands invasion af Norge 9. april 1940.
"Danmark, Norden og efterspil",Hvilken norsk politiker blev symbol på kollaboration med Nazi-Tyskland?,500,Vidkun Quisling,Haakon 7.,Trygve Lie,Einar Gerhardsen,,,,Wikipedia – Vidkun Quisling,https://en.wikipedia.org/wiki/Vidkun_Quisling,OK,2026-07-09,Åben artikel om Vidkun Quisling og kollaboration med Nazi-Tyskland.
"Danmark, Norden og efterspil",Hvilken industrifacilitet i Telemark blev mål for norsk sabotage for at hindre tysk tungtvandsproduktion?,600,Vemork,Narvikværftet,Kongsbergminen,Bergenarsenalet,,,,Wikipedia – Norwegian heavy water sabotage,https://en.wikipedia.org/wiki/Norwegian_heavy_water_sabotage,OK,2026-07-09,Åben artikel om sabotagen mod tungtvandsproduktionen ved Vemork i Telemark.
