Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Regning,Hvad er 1.296 ÷ 18?,100,72,68,74,78,,,,Khan Academy – Order of operations review,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782%3Acc-6th-exponents-and-order-of-operations/x0267d782%3Amore-on-order-of-operations/a/order-of-operations-review,OK,2026-07-09,"Åben undervisningskilde om regnehierarki, parenteser, eksponenter og aritmetisk evaluering. Talresultatet i spørgsmålet er kontrolleret med regnereglen."
Regning,Hvad er 17² - 9²?,200,208,198,200,218,,,,Khan Academy – Order of operations review,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782%3Acc-6th-exponents-and-order-of-operations/x0267d782%3Amore-on-order-of-operations/a/order-of-operations-review,OK,2026-07-09,"Åben undervisningskilde om regnehierarki, parenteser, eksponenter og aritmetisk evaluering. Talresultatet i spørgsmålet er kontrolleret med regnereglen."
Regning,Hvad er 2³ · 5²?,300,200,100,160,250,,,,Khan Academy – Exponent properties review,https://www.khanacademy.org/math/algebra-basics/basic-alg-foundations/alg-basics-exponents/a/exponent-properties-review,OK,2026-07-09,"Åben undervisningskilde om potensregler, herunder multiplikation af potenser med samme grundtal. Underbygger metoden; resultatet er kontrolleret."
Regning,Hvad er 4.725 + 3.688?,400,8413,8313,8403,8513,,,,Khan Academy – Order of operations review,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782%3Acc-6th-exponents-and-order-of-operations/x0267d782%3Amore-on-order-of-operations/a/order-of-operations-review,OK,2026-07-09,"Åben undervisningskilde om regnehierarki, parenteser, eksponenter og aritmetisk evaluering. Talresultatet i spørgsmålet er kontrolleret med regnereglen."
Regning,Hvad er 10.000 - 6.789?,500,3211,3111,3221,3311,,,,Khan Academy – Order of operations review,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782%3Acc-6th-exponents-and-order-of-operations/x0267d782%3Amore-on-order-of-operations/a/order-of-operations-review,OK,2026-07-09,"Åben undervisningskilde om regnehierarki, parenteser, eksponenter og aritmetisk evaluering. Talresultatet i spørgsmålet er kontrolleret med regnereglen."
Regning,Hvad er 84 · 37?,600,3108,3008,3098,3208,,,,Khan Academy – Order of operations review,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782%3Acc-6th-exponents-and-order-of-operations/x0267d782%3Amore-on-order-of-operations/a/order-of-operations-review,OK,2026-07-09,"Åben undervisningskilde om regnehierarki, parenteser, eksponenter og aritmetisk evaluering. Talresultatet i spørgsmålet er kontrolleret med regnereglen."
Regning,Hvad er 7.560 ÷ 24?,700,315,305,325,335,,,,Khan Academy – Order of operations review,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782%3Acc-6th-exponents-and-order-of-operations/x0267d782%3Amore-on-order-of-operations/a/order-of-operations-review,OK,2026-07-09,"Åben undervisningskilde om regnehierarki, parenteser, eksponenter og aritmetisk evaluering. Talresultatet i spørgsmålet er kontrolleret med regnereglen."
Brøker og procent,Hvad er 3/7 · 14/9?,100,2/3,1/3,3/2,6/7,,,,"Khan Academy – Fractions, decimals, & percentages",https://www.khanacademy.org/kmap/numbers-and-operations-h/no224-fractions-decimals-percentages,OK,2026-07-09,"Åben Khan Academy-enhed om brøker, decimaltal, procent og regning med tal i forskellige former. Underbygger fremgangsmåden; talresultatet er kontrolleret."
Brøker og procent,En vare til 600 kr. sættes 15 % ned. Hvad er den nye pris?,200,510 kr.,490 kr.,515 kr.,540 kr.,,,,Khan Academy – Rates and percentages,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-fractions-decimals,OK,2026-07-09,"Åben undervisningskilde om procent, rabatter, ændringer og procentregning. Underbygger metoden; talresultatet er kontrolleret."
Brøker og procent,"Hvad er 0,375 som forkortet brøk?",300,3/8,3/5,5/8,375/100,,,,"Khan Academy – Fractions, decimals, & percentages",https://www.khanacademy.org/kmap/numbers-and-operations-h/no224-fractions-decimals-percentages,OK,2026-07-09,"Åben Khan Academy-enhed om brøker, decimaltal, procent og regning med tal i forskellige former. Underbygger fremgangsmåden; talresultatet er kontrolleret."
Brøker og procent,"Hvad er 62,5 % som forkortet brøk?",400,5/8,3/5,5/6,8/5,,,,Khan Academy – Rates and percentages,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-fractions-decimals,OK,2026-07-09,"Åben undervisningskilde om procent, rabatter, ændringer og procentregning. Underbygger metoden; talresultatet er kontrolleret."
