Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Forfattere og værker,Hvem skrev romanen “Rødby-Puttgarden”?,100,Helle Helle,Kirsten Thorup,Dorrit Willumsen,Solvej Balle,,,,"Helle, Helle",https://forfatterweb.dk/oversigt/zhelle00,OK – åbnet/verificeret,2026-07-09,"Underbygger Helle Helle, Rødby-Puttgarden og minimalistisk stil."
Forfattere og værker,Hvem skrev romanen “Frøken Smillas fornemmelse for sne”?,200,Peter Høeg,Jens Christian Grøndahl,Svend Åge Madsen,Ib Michael,,,,Frøken Smillas fornemmelse for sne,https://forfatterweb.dk/oversigt/hoeeg-peter/zhoeeg05,OK – åbnet/verificeret,2026-07-09,"Underbygger Peter Høeg, Frøken Smillas fornemmelse for sne og Smilla som glaciolog."
Forfattere og værker,Hvilken digter debuterede i 2013 med samlingen “YAHYA HASSAN”?,300,Yahya Hassan,Caspar Eric,Morten Nielsen,Michael Strunge,,,,2000'erne,https://forfatterweb.dk/oversigt/perioder/autofiktion,OK – åbnet/verificeret,2026-07-09,Underbygger Yahya Hassans debut i 2013 med YAHYA HASSAN.
Forfattere og værker,Hvem skrev børnebogen “Halfdans ABC”?,400,Halfdan Rasmussen,Benny Andersen,Ole Lund Kirkegaard,Flemming Quist Møller,,,,Halfdan Rasmussen (børn og unge),https://forfatterweb.dk/oversigt/rasmussen-halfdan-boerneportraet,OK – åbnet/verificeret,2026-07-09,Underbygger Halfdan Rasmussen og Halfdans ABC.
Forfattere og værker,Hvem skrev teksterne til “Svantes viser”?,500,Benny Andersen,Piet Hein,Halfdan Rasmussen,Poul Henningsen,,,,Benny Andersen,https://forfatterweb.dk/oversigt/zbandersen00,OK – åbnet/verificeret,2026-07-09,Underbygger Benny Andersen og Svantes viser.
Forfattere og værker,Hvem skrev romanen “Vinterbørn”?,600,Dea Trier Mørch,Tove Ditlevsen,Kirsten Thorup,Vita Andersen,,,,Dea Trier Mørch,https://forfatterweb.dk/oversigt/moerch-dea-trier,OK – åbnet/verificeret,2026-07-09,Underbygger Dea Trier Mørch og Vinterbørn.
Forfattere og værker,Hvem skrev bekendelsesbogen “Creme Fraiche”?,700,Suzanne Brøgger,Dorrit Willumsen,Herdis Møllehave,Vita Andersen,,,,Suzanne Brøgger,https://forfatterweb.dk/oversigt/broegger-suzanne,OK – åbnet/verificeret,2026-07-09,Underbygger Suzanne Brøgger og Creme Fraiche.
Perioder og strømninger,Hvilken dansk prosaforfatter forbindes især med en impressionistisk fortællestil?,100,Herman Bang,Ludvig Holberg,Johannes Ewald,Hans Scherfig,,,,Ved vejen,https://litteratursiden.dk/anmeldelser/ved-vejen,OK – åbnet/verificeret,2026-07-09,"Underbygger Herman Bang, Ved Vejen og Bangs impressionistiske betydning."
Perioder og strømninger,"Hvilken strømning omkring 1890-1910 brugte symboler, stemninger og metafysisk søgen?",200,symbolismen,naturalismen,nyrealismen,dokumentarismen,,,,Perioder,https://forfatterweb.dk/oversigt/perioder,OK – åbnet/verificeret,2026-07-09,"Underbygger litterære perioder og strømninger i dansk litteratur, bl.a. oplysningstid, romantik, modernisme, postmodernisme, minimalisme og autofiktion."
Perioder og strømninger,"Hvilken strømning omkring 1900 hyldede ofte livskraft, krop og natur?",300,vitalismen,minimalismen,dadaismen,rokokoen,,,,Perioder,https://forfatterweb.dk/oversigt/perioder,OK – åbnet/verificeret,2026-07-09,"Underbygger litterære perioder og strømninger i dansk litteratur, bl.a. oplysningstid, romantik, modernisme, postmodernisme, minimalisme og autofiktion."
Perioder og strømninger,Hvilken forfatter forbindes både med vitalisme og romanværket “Den lange rejse”?,400,Johannes V. Jensen,Herman Bang,Hans Kirk,Poul Henningsen,,,,Danmark - litteratur - Fra runer til modernisme - Lex,https://lex.dk/Danmark_-_litteratur,OK – åbnet/verificeret,2026-07-09,"Underbygger dansk litteraturhistorie, perioder og hovedstrømninger."
Perioder og strømninger,Hvilken retning skildrede arbejderklassens vilkår og sociale konflikter i værker af blandt andre Martin Andersen Nexø?,500,social realisme,symbolisme,rokoko,nationalromantik,,,,Perioder,https://forfatterweb.dk/oversigt/perioder,OK – åbnet/verificeret,2026-07-09,"Underbygger litterære perioder og strømninger i dansk litteratur, bl.a. oplysningstid, romantik, modernisme, postmodernisme, minimalisme og autofiktion."
