Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Kommunikation og medier,"Hvem udviklede det taktile skriftsystem, der bærer hans navn?",100,Louis Braille,Samuel Morse,Charles Barbier,Alexander Graham Bell,,,,Louis Braille – Lex,https://lex.dk/Louis_Braille,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde til Brailles punktskrift.
Kommunikation og medier,Hvem udviklede det direkte fremkaldende Polaroid-kamera?,200,Edwin Land,George Eastman,Chester Carlson,Louis Daguerre,,,,Edwin Herbert Land - Wikipedia,https://en.wikipedia.org/wiki/Edwin_H._Land,OK – kilde tilføjet,2026-07-09,Kilde til Edwin Land og Polaroid-kameraet.
Kommunikation og medier,Hvilken opfindelse fik Alexander Bain et britisk patent på i 1843?,300,en tidlig faxmaskine,en telefon,en grammofon,en skrivemaskine,,,,fax – Lex,https://lex.dk/fax,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde til faxens tidlige historie og Alexander Bain.
Kommunikation og medier,Hvem opfandt den tørre kopieringsproces xerografi?,400,Chester Carlson,Edwin Land,George Eastman,Gary Starkweather,,,,Chester Carlson - Wikipedia,https://en.wikipedia.org/wiki/Chester_Carlson,OK – kilde tilføjet,2026-07-09,Kilde til Carlson og xerografi.
Kommunikation og medier,Hvem var en hovedskikkelse bag QWERTY-tastaturet på den tidlige skrivemaskine?,500,Christopher Latham Sholes,Elias Howe,Ottmar Mergenthaler,Herman Hollerith,,,,Christopher Latham Sholes - Wikipedia,https://en.wikipedia.org/wiki/Christopher_Latham_Sholes,OK – kilde tilføjet,2026-07-09,Kilde til Sholes og QWERTY/skrivemaskine.
Kommunikation og medier,Hvem udviklede laserprinteren hos Xerox i slutningen af 1960’erne?,600,Gary Starkweather,Chester Carlson,Alan Kay,Ivan Sutherland,,,,Gary Starkweather - Wikipedia,https://en.wikipedia.org/wiki/Gary_Starkweather,OK – kilde tilføjet,2026-07-09,Kilde til Starkweather og laserprinteren.
Kommunikation og medier,Hvilke to opfindere fik i 1952 et centralt amerikansk patent på automatisk aflæsning af produktmærker?,700,Norman Joseph Woodland og Bernard Silver,Douglas Engelbart og Bill English,Jack Kilby og Robert Noyce,Vint Cerf og Bob Kahn,,,,Barcode - Wikipedia,https://en.wikipedia.org/wiki/Barcode,OK – kilde tilføjet,2026-07-09,Kilde til Woodland/Silver og patent på automatisk produktmærke-aflæsning.
Transport og maskiner,Hvilken produktionsteknik indførte Ford på Highland Park-fabrikken i 1913?,100,det bevægelige samlebånd,numerisk styrede robotter,3D-print af motorblokke,dampdrevet håndværksproduktion,,,,Ford Motor Company – Lex,https://lex.dk/Ford_Motor_Company,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde til Ford og samlebånd/masseproduktion.
Transport og maskiner,Hvem patenterede cotton gin-maskinen i USA i 1794?,200,Eli Whitney,Cyrus McCormick,Joseph-Marie Jacquard,Samuel Colt,,,,Eli Whitney - Wikipedia,https://en.wikipedia.org/wiki/Eli_Whitney,OK – kilde tilføjet,2026-07-09,Kilde til Whitney og cotton gin-patent.
Transport og maskiner,"Hvem forbindes med den mekaniske mejemaskine, som blev patenteret i USA i 1834?",300,Cyrus McCormick,Eli Whitney,John Deere,George Westinghouse,,,,Cyrus McCormick - Wikipedia,https://en.wikipedia.org/wiki/Cyrus_McCormick,OK – kilde tilføjet,2026-07-09,Kilde til McCormick og den mekaniske mejemaskine.
Transport og maskiner,"Hvem byggede i 1817 den tohjulede løbemaskine, der kaldes draisinen?",400,Karl Drais,Pierre Michaux,John Boyd Dunlop,James Starley,,,,Karl Drais - Wikipedia,https://en.wikipedia.org/wiki/Karl_Drais,OK – kilde tilføjet,2026-07-09,Kilde til Drais og draisinen.
Transport og maskiner,Hvilken maskine brugte Joseph-Marie Jacquard hul-kort til at styre mønstre i?,500,væven,dampmaskinen,telegrafen,drejebænken,,,,Jacquard maskine – Lex,https://lex.dk/Jacquard_maskine,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde til Jacquardvæven og hulkortstyring.
Transport og maskiner,Hvilken cykelmodel fra John Kemp Starley i 1885 blev forbillede for den moderne sikkerhedscykel?,600,Rover Safety Bicycle,Penny-farthing,Draisine,Boneshaker,,,,Rover safety bicycle - Wikipedia,https://en.wikipedia.org/wiki/Rover_safety_bicycle,OK – kilde tilføjet,2026-07-09,Kilde til Starleys Rover Safety Bicycle.
Medicin og hverdag,"Hvem opfandt burrelukningen Velcro efter at have undersøgt burrer, der satte sig fast i tøj og pels?",100,George de Mestral,Gideon Sundback,László Bíró,King Camp Gillette,,,,Velcro - Wikipedia,https://en.wikipedia.org/wiki/Velcro,OK – kilde tilføjet,2026-07-09,Kilde til de Mestral og burrelukning/Velcro.
Medicin og hverdag,"Hvem opdagede under radararbejde, at mikrobølger kunne opvarme mad, hvilket førte til mikrobølgeovnen?",200,Percy Spencer,John Bardeen,Robert Noyce,Chester Carlson,,,,Percy Spencer - Wikipedia,https://en.wikipedia.org/wiki/Percy_Spencer,OK – kilde tilføjet,2026-07-09,Kilde til Spencer og mikrobølgeovnen.
Medicin og hverdag,Hvem udviklede den moderne kuglepen sammen med sin bror György?,300,László Bíró,Lewis Waterman,Gideon Sundback,George de Mestral,,,,László Bíró - Wikipedia,https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_B%C3%ADr%C3%B3,OK – kilde tilføjet,2026-07-09,Kilde til Bíró og kuglepennen.
Medicin og hverdag,Hvilke to 3M-medarbejdere forbindes med udviklingen af Post-it Notes?,400,Spencer Silver og Art Fry,Norman Woodland og Bernard Silver,Jack Kilby og Robert Noyce,Banting og Best,,,,Post-it note - Wikipedia,https://en.wikipedia.org/wiki/Post-it_note,OK – kilde tilføjet,2026-07-09,"Kilde til Spencer Silver, Art Fry og Post-it Notes."
Medicin og hverdag,Hvem udviklede en metode til konservering af mad i lufttætte beholdere omkring 1809?,500,Nicolas Appert,Louis Pasteur,Clarence Birdseye,Carl von Linde,,,,Nicolas Appert - Wikipedia,https://en.wikipedia.org/wiki/Nicolas_Appert,OK – kilde tilføjet,2026-07-09,Kilde til Appert og konservering i lufttætte beholdere.
Medicin og hverdag,Hvem udviklede effektive industrielle kølemaskiner i 1870’erne?,600,Carl von Linde,James Watt,Willis Carrier,Nikolaus Otto,,,,Carl von Linde - Wikipedia,https://en.wikipedia.org/wiki/Carl_von_Linde,OK – kilde tilføjet,2026-07-09,Kilde til von Linde og industrielle kølemaskiner.
Elektronik og computere,Hvem demonstrerede computermusen offentligt ved “The Mother of All Demos” i 1968?,100,Douglas Engelbart,Alan Kay,Ivan Sutherland,Robert Metcalfe,,,,The Demo @ 50,https://dougengelbart.org/content/view/348/000/,OK – kilde tilføjet,2026-07-09,Kilde til Engelbarts “Mother of All Demos” og musen.
Elektronik og computere,Hvilket lagringsmedie udviklede IBM og introducerede kommercielt i begyndelsen af 1970’erne?,200,disketten,compact disc,magnetbåndet,USB-nøglen,,,,Floppy Disk - CHM Revolution,https://www.computerhistory.org/revolution/memory-storage/8/261,OK – kilde tilføjet,2026-07-09,Computer History Museum-kilde til disketten.
