Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
"Fysik, måling og forskning",Hvilket instrument bevægede sig under H.C. Ørsteds berømte forsøg med en strømførende ledning?,100,en kompasnål,et termometer,et barometer,et mikroskop,,,,H. C. Ørsted og elektromagnetismen: Introduktion,https://www.experimentarium.dk/fysik/h-c-oersted-og-elektromagnetismen-introduktion/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger H.C. Ørsteds opdagelse i 1820, kompasnålen ved en strømførende ledning og forbindelsen mellem elektricitet og magnetisme."
"Fysik, måling og forskning",Hvilke to fænomener viste H.C. Ørsted en forbindelse mellem?,200,elektricitet og magnetisme,lys og lyd,tryk og temperatur,masse og tyngde,,,,H. C. Ørsted og elektromagnetismen: Introduktion,https://www.experimentarium.dk/fysik/h-c-oersted-og-elektromagnetismen-introduktion/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger H.C. Ørsteds opdagelse i 1820, kompasnålen ved en strømførende ledning og forbindelsen mellem elektricitet og magnetisme."
"Fysik, måling og forskning",Hvilken ældre enhed for magnetisk feltstyrke er opkaldt efter H.C. Ørsted?,300,oersted,pascal,tesla,weber,,,,Hans Christian Oersted and the unit oersted (Oe),https://www.supermagnete.de/eng/magnetism/Oersted,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger at oersted (Oe) er en enhed for magnetisk feltstyrke opkaldt efter H.C. Ørsted.
Medicin og bioteknologi,Hvilken behandlingsform forbindes især med Niels Ryberg Finsen?,100,lysterapi,kemoterapi,insulinbehandling,organtransplantation,,,,"Finsen, Niels: Nobelprisen i medicin 1903 - Universitetshistorie",https://universitetshistorie.ku.dk/leksikon/f/niels_finsen/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Niels Ryberg Finsen, Nobelprisen i 1903 og lysterapi."
Medicin og bioteknologi,Hvilken hudsygdom blev behandlet med koncentreret lys på Finsens institut?,200,lupus vulgaris,psoriasis,kopper,mæslinger,,,,"Nationaltidende: Professor Finsen og Nobelprisen, 11. december 1903",https://danmarkshistorien.lex.dk/Nationaltidende_Professor_Finsen_og_Nobelprisen%2C_11._december_1903,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Finseninstituttet/Finsens Medicinske Lysinstitut på Østerbro i København og behandling af hudsygdomme med lys.
Medicin og bioteknologi,I hvilken by lå Finsens Medicinske Lysinstitut?,300,København,Aarhus,Odense,Reykjavík,,,,"Nationaltidende: Professor Finsen og Nobelprisen, 11. december 1903",https://danmarkshistorien.lex.dk/Nationaltidende_Professor_Finsen_og_Nobelprisen%2C_11._december_1903,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Finseninstituttet/Finsens Medicinske Lysinstitut på Østerbro i København og behandling af hudsygdomme med lys.
"Industri, transport og hverdag",I hvilken by blev LEGO grundlagt?,100,Billund,Nordborg,Bjerringbro,Struer,,,,The LEGO Group history - About Us,https://www.lego.com/en-us/aboutus/lego-group/the-lego-group-history,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger LEGO som grundlagt i 1932 af Ole Kirk Kristiansen/Christiansen og navnets betydning “leg godt”.
"Industri, transport og hverdag","Hvilket år begyndte Ole Kirk Christiansens virksomhed, der senere blev LEGO?",200,1932,1925,1945,1958,,,,The LEGO Group history - About Us,https://www.lego.com/en-us/aboutus/lego-group/the-lego-group-history,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger LEGO som grundlagt i 1932 af Ole Kirk Kristiansen/Christiansen og navnets betydning “leg godt”.
"Lyd, leg og digitale idéer",Hvilket år patenterede Valdemar Poulsen sin telegrafon?,100,1898,1876,1910,1925,,,,Valdemar Poulsens værksted,https://www.enigma.dk/udstillingstekster/valdemar-poulsens-vaerksted,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Valdemar Poulsens telegrafon fra 1898 og magnetisk lagring af lyd.
"Lyd, leg og digitale idéer",Hvilket medium optog de tidlige telegrafoner lyd på?,200,ståltråd,voksruller,magnetbånd af plast,grammofonplader,,,,1898: Poulsen records voice on magnetic wire,https://www.computerhistory.org/storageengine/poulsen-records-voice-on-magnetic-wire/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger at Poulsen optog lyd på magnetiseret ståltråd og patenterede telegrafonen omkring 1898/1899.
