Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Pionerer og milepæle,Hvad hed verdens første kunstige satellit?,100,Sputnik 1,Explorer 1,Vostok 1,Luna 2,,,,NASA – Sputnik and the Dawn of the Space Age,https://www.nasa.gov/history/sputnik/index.html/,OK,2026-07-09,"NASA-historik om Sputnik 1 som verdens første kunstige satellit, opsendt 4. oktober 1957."
Pionerer og milepæle,I hvilket år blev Sputnik 1 opsendt?,200,1957,1955,1959,1961,,,,NASA – Sputnik and the Dawn of the Space Age,https://www.nasa.gov/history/sputnik/index.html/,OK,2026-07-09,"NASA-historik om Sputnik 1 som verdens første kunstige satellit, opsendt 4. oktober 1957."
Pionerer og milepæle,Hvilken rumfartspioner udgav i 1923 bogen “Die Rakete zu den Planetenräumen”?,300,Hermann Oberth,Robert Goddard,Sergej Koroljov,Edwin Hubble,,,,Wikipedia – Hermann Oberth,https://en.wikipedia.org/wiki/Hermann_Oberth,OK,2026-07-09,Åben artikel om Hermann Oberth og bogen Die Rakete zu den Planetenräumen fra 1923.
Raketter og rumfartøjer,"Hvad kaldes en raket, der bringer en nyttelast ud i rummet?",100,en løfteraket,et kredsløbsteleskop,et landingsmodul,et rumhabitat,,,,NASA – Launch Vehicles,https://www.nasa.gov/kennedy/launch-services-program/launch-vehicles/,OK,2026-07-09,"NASA-side om løfteraketter/launch vehicles og nyttelast, der sendes i rummet."
Raketter og rumfartøjer,Hvad er en rakets nyttelast?,200,"det udstyr eller rumfartøj, raketten skal transportere",rakettens tomme brændstoftanke,opsendelsesrampens fundament,"den gas, motoren udleder",,,,NASA – Launch Vehicles,https://www.nasa.gov/kennedy/launch-services-program/launch-vehicles/,OK,2026-07-09,"NASA-side om løfteraketter/launch vehicles og nyttelast, der sendes i rummet."
Raketter og rumfartøjer,Hvad er formålet med en nyttelastkappe?,300,at beskytte nyttelasten under opstigning gennem atmosfæren,at bremse rumfartøjet på Månen,at levere strøm i kredsløb,at styre astronauternes ilt,,,,ESA – Payload fairing,https://www.esa.int/Enabling_Support/Space_Transportation/Launch_vehicles/Payload_fairing,OK,2026-07-09,ESA-side om nyttelastkappe og dens funktion med at beskytte nyttelasten under opsendelsen.
Månen og Mars,Hvilken sonde gennemførte den første vellykkede bløde landing på Månen?,100,Luna 9,Luna 2,Surveyor 1,Ranger 7,,,,NASA NSSDCA – Luna 9,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=1966-006A,OK,2026-07-09,NASA NSSDCA-katalog om Luna 9 som første vellykkede bløde landing på Månen.
Månen og Mars,Hvilken amerikansk sonde gennemførte USA’s første bløde månelanding?,200,Surveyor 1,Ranger 8,Lunar Orbiter 1,Pioneer 4,,,,NASA NSSDCA – Surveyor 1,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=1966-045A,OK,2026-07-09,NASA NSSDCA-katalog om Surveyor 1 som USA’s første bløde landing på Månen.
Satellitter og rumstationer,Hvilket strålingsområde omkring Jorden blev opdaget med data fra Explorer 1?,100,Van Allen-bælterne,Kuiperbæltet,asteroidebæltet,ozonlaget,,,,NASA – Explorer 1,https://www.nasa.gov/history/explorer-1-overview/,OK,2026-07-09,NASA-historik om Explorer 1 som USA’s første kunstige satellit og opdagelsen af Van Allen-bælterne.
Satellitter og rumstationer,Hvilken satellit sendte i 1962 de første direkte tv-signaler over Atlanterhavet?,200,Telstar 1,Explorer 1,Landsat 1,Sputnik 2,,,,NASA NSSDCA – Telstar 1,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=1962-029A,OK,2026-07-09,NASA NSSDCA-katalog om Telstar 1 og de første direkte tv-signaler via satellit over Atlanten.
