Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘merci’?,100,tak,goddag,farvel,vær venlig,,,,Wiktionary – merci,https://en.wiktionary.org/wiki/merci,OK,2026-07-09,Åben ordbogsartikel. Underbygger betydningen af det franske ord eller udtryk.
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘s’il vous plaît’?,200,vær venlig,goddag,farvel,tak,,,,Wiktionary – s'il vous plaît,https://en.wiktionary.org/wiki/s%27il_vous_pla%C3%AEt,OK,2026-07-09,Åben ordbogsartikel. Underbygger betydningen af det franske høflighedsudtryk.
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘maison’?,300,hus,vindue,dør,tag,,,,Wiktionary – maison,https://en.wiktionary.org/wiki/maison,OK,2026-07-09,Åben ordbogsartikel. Underbygger betydningen af det franske ord eller udtryk.
Grammatik og udtale,Hvilken bestemt artikel passer til “table” i ental?,100,la,le,les,un,,,,"Lawless French – Definite Article – le, la, l’, les",https://www.lawlessfrench.com/grammar/definite-article/,OK,2026-07-09,"Forklarer bestemte artikler: le, la, l’ og les, herunder l’ foran vokal eller stumt h."
Grammatik og udtale,Hvilken form bruges normalt foran “homme”?,200,l’,le,la,les,,,,"Lawless French – Definite Article – le, la, l’, les",https://www.lawlessfrench.com/grammar/definite-article/,OK,2026-07-09,"Forklarer bestemte artikler: le, la, l’ og les, herunder l’ foran vokal eller stumt h."
Grammatik og udtale,Hvad er den korrekte flertalsform af “cheval”?,300,chevaux,chevals,chevales,chevaus,,,,Lawless French – Plurals,https://www.lawlessfrench.com/grammar/nouns-and-adjectives-irregular-plurals/,OK,2026-07-09,Forklarer franske flertalsmønstre og uregelmæssige former som -al/-aux.
Kunst og kultur,Hvem skrev værket “Les Misérables”?,100,Victor Hugo,Molière,Gustave Flaubert,Albert Camus,,,,Wikipedia – Les Misérables,https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables,OK,2026-07-09,Åben artikel om Les Misérables. Underbygger Victor Hugo som forfatter.
Kunst og kultur,Hvem skrev værket “Madame Bovary”?,200,Gustave Flaubert,Molière,Victor Hugo,Albert Camus,,,,Wikipedia – Madame Bovary,https://en.wikipedia.org/wiki/Madame_Bovary,OK,2026-07-09,Åben artikel om Madame Bovary. Underbygger Gustave Flaubert som forfatter.
Den frankofone verden,Hvad er hovedstaden i Belgien?,100,Bruxelles,Paris,Dakar,Port-au-Prince,,,,CIA World Factbook – Belgium,https://www.cia.gov/the-world-factbook/countries/belgium/,OK,2026-07-09,Åben landeprofil. Underbygger hovedstad og/eller officielle sprog for landet.
Den frankofone verden,Hvad er hovedstaden i Senegal?,200,Dakar,Paris,Bruxelles,Port-au-Prince,,,,CIA World Factbook – Senegal,https://www.cia.gov/the-world-factbook/countries/senegal/,OK,2026-07-09,Åben landeprofil. Underbygger hovedstad og/eller officielle sprog for landet.
