Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Grundlov og Folketing,Hvor mange medlemmer har Folketinget?,100,179,175,181,200,,,,Folketinget,https://www.ft.dk/da/leksikon/Folketinget,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Folketinget som Danmarks parlament, 179 medlemmer, 175 valgt i Danmark og 2 fra henholdsvis Grønland og Færøerne samt Folketingets adresse på Christiansborg."
Grundlov og Folketing,Hvor mange folketingsmedlemmer vælges i Danmark uden Grønland og Færøerne?,200,175,179,171,150,,,,Folketinget,https://www.ft.dk/da/leksikon/Folketinget,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Folketinget som Danmarks parlament, 179 medlemmer, 175 valgt i Danmark og 2 fra henholdsvis Grønland og Færøerne samt Folketingets adresse på Christiansborg."
Grundlov og Folketing,Hvor mange medlemmer vælges til Folketinget fra Grønland?,300,2,1,3,4,,,,Folketinget,https://www.ft.dk/da/leksikon/Folketinget,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Folketinget som Danmarks parlament, 179 medlemmer, 175 valgt i Danmark og 2 fra henholdsvis Grønland og Færøerne samt Folketingets adresse på Christiansborg."
Valg og partier,Hvad er den almindelige spærregrænse for et parti ved folketingsvalg?,100,2 procent,1 procent,4 procent,5 procent,,,,Det danske valgsystem: Valg til Folketinget,https://www.valg.im.dk/valg/valgsystemet/opgoerelse-af-folketingsvalg,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger forholdstalsvalg, mandatfordeling, spærregrænse, kredsmandater og tillægsmandater ved folketingsvalg."
Valg og partier,Hvor mange kredsmandater fordeles i Danmark ved et folketingsvalg?,200,135,40,175,179,,,,Det danske valgsystem: Valg til Folketinget,https://www.valg.im.dk/valg/valgsystemet/opgoerelse-af-folketingsvalg,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger forholdstalsvalg, mandatfordeling, spærregrænse, kredsmandater og tillægsmandater ved folketingsvalg."
Valg og partier,Hvor mange tillægsmandater fordeles i Danmark ved et folketingsvalg?,300,40,20,135,175,,,,Det danske valgsystem: Valg til Folketinget,https://www.valg.im.dk/valg/valgsystemet/opgoerelse-af-folketingsvalg,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger forholdstalsvalg, mandatfordeling, spærregrænse, kredsmandater og tillægsmandater ved folketingsvalg."
Regeringer og politisk historie,Hvem blev Danmarks første socialdemokratiske statsminister i 1924?,100,Thorvald Stauning,Hans Hedtoft,H.C. Hansen,Jens Otto Krag,,,,"Thorvald Stauning, 1873-1942",https://danmarkshistorien.lex.dk/Thorvald_Stauning%2C_1873-1942,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Stauning som socialdemokratisk statsminister i 1924-26 og længst siddende statsminister.
Regeringer og politisk historie,Hvem blev Danmarks første kvindelige statsminister i 2011?,200,Helle Thorning-Schmidt,Margrethe Vestager,Mette Frederiksen,Lene Espersen,,,,Statsministre siden 1848,https://stm.dk/statsministeren/statsministre-siden-1848/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger rækken af danske statsministre siden 1848.
"Kommuner, regioner og rigsfællesskab",Hvor mange regioner blev der oprettet ved strukturreformen i 2007?,100,5,3,7,14,,,,Strukturreformen - Inddeling af Danmark - Læs mere – Lex,https://lex.dk/Strukturreformen,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger strukturreformen, 98 kommuner og fem regioner fra 2007."
"Kommuner, regioner og rigsfællesskab",Hvad hedder kommunens folkevalgte øverste organ i de fleste kommuner?,200,kommunalbestyrelsen,regionsrådet,statsrådet,folketinget,,,,kommunalbestyrelse - Lex,https://lex.dk/kommunalbestyrelse,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger kommunalbestyrelse/byråd og borgmesterens valg i kommunalbestyrelsen.
