Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Krop og bevægelse,Hvad kaldes den øverste del af bagparten omkring korsbenet?,100,krydset,manken,koden,bringen,,,,The Spruce Pets – Horse Pictures: A Guide to the Different Parts of a Horse,https://www.thesprucepets.com/the-parts-of-a-horse-1887388,OK,2026-07-09,"Åben illustreret oversigt over hestens ydre kropsdele. Underbygger betegnelser som withers/manke, poll/nakke, croup/kryds, fetlock/kodeled, pastern/kode, cannon bone/pibeknogle, hock/hase og gaskin/underlår."
Krop og bevægelse,Hvad kaldes leddet lige over hestens hov?,200,kodeleddet,haseleddet,knæleddet,hofteleddet,,,,The Spruce Pets – Horse Pictures: A Guide to the Different Parts of a Horse,https://www.thesprucepets.com/the-parts-of-a-horse-1887388,OK,2026-07-09,"Åben illustreret oversigt over hestens ydre kropsdele. Underbygger betegnelser som withers/manke, poll/nakke, croup/kryds, fetlock/kodeled, pastern/kode, cannon bone/pibeknogle, hock/hase og gaskin/underlår."
Krop og bevægelse,Hvad kaldes det skrå stykke mellem kodeled og hov?,300,koden,piben,haseleddet,krydset,,,,The Spruce Pets – Horse Pictures: A Guide to the Different Parts of a Horse,https://www.thesprucepets.com/the-parts-of-a-horse-1887388,OK,2026-07-09,"Åben illustreret oversigt over hestens ydre kropsdele. Underbygger betegnelser som withers/manke, poll/nakke, croup/kryds, fetlock/kodeled, pastern/kode, cannon bone/pibeknogle, hock/hase og gaskin/underlår."
Pasning og sundhed,Hvilken ressource skal en hest have adgang til i tilstrækkelig og ren form hver dag?,100,frisk drikkevand,saltvand,frugtjuice,mælk,,,,NFACC – Code of Practice for the Care and Handling of Equines,https://www.nfacc.ca/codes-of-practice/equine-code,OK,2026-07-09,"Åben praksiskode for hestehold. Underbygger daglig adgang til vand, foderstyring, social kontakt, motion/foldtid, pleje, ventilation og generel velfærd."
Pasning og sundhed,Hvordan bør større ændringer i en hests foder normalt gennemføres?,200,gradvist,fra den ene dag til den anden,kun én gang om året,uden at ændre mængden af grovfoder,,,,University of Minnesota Extension – Basic horse nutrition,https://extension.umn.edu/horse-nutrition/basic-horse-nutrition,OK,2026-07-09,Åben universitetsvejledning om fodring. Underbygger gradvise foderændringer og grovfoder/fiber som centralt i hestens fodring.
Pasning og sundhed,"Hvorfor passer små, hyppige måltider godt til hestens fordøjelse?",300,hesten er udviklet til at æde fiberrigt foder mange timer i døgnet,hestens mave kan rumme ubegrænsede mængder,heste er drøvtyggere med fire maver,heste kan lagre alt foder i kindposer,,,,Merck Veterinary Manual – Nutritional Requirements of Horses and Other Equids,https://www.merckvetmanual.com/management-and-nutrition/nutrition-horses/nutritional-requirements-of-horses-and-other-equids,OK,2026-07-09,"Åben veterinærside om hestens ernæringsbehov. Underbygger grovfoder, fiberrigt foder, kropskondition og afbalanceret mineralforsyning."
Racer og anvendelse,"I hvilket land blev fuldblodshesten, Thoroughbred, udviklet?",100,England,Frankrig,Spanien,USA,,,,Wikipedia – Thoroughbred,https://en.wikipedia.org/wiki/Thoroughbred,OK,2026-07-09,Åben artikel om Thoroughbred/fuldblodshesten. Underbygger udviklingen i England.
Racer og anvendelse,Hvilket land har givet navn til den islandske hest?,200,Island,Irland,Norge,Finland,,,,Wikipedia – Icelandic horse,https://en.wikipedia.org/wiki/Icelandic_horse,OK,2026-07-09,Åben artikel om islandshesten. Underbygger racens tilknytning til Island.
Ridning og hestesport,Hvad bedømmes primært i dressur?,100,"hestens uddannelse, bevægelser og samspil med rytteren",hvor hurtigt en bane med spring gennemføres alene,hvor tung en vogn hesten kan trække,hvor langt en bold kan slås,,,,FEI – Dressage,https://www.fei.org/disciplines/dressage,OK,2026-07-09,"Officiel FEI-side om dressur. Underbygger bedømmelse af hestens uddannelse, bevægelser og samarbejde med rytteren samt klassiske øvelser."
Ridning og hestesport,Hvad er hovedopgaven i ridebanespringning?,200,at gennemføre en bane med forhindringer med færrest fejl,at udføre gymnastik på en longe,at løbe et langt terrænløb uden spring,at vise kvæg sorteret fra en flok,,,,The British Horse Society – Hoof anatomy,https://www.bhs.org.uk/horse-care-and-welfare/health-care-management/hoof-care/hoof-anatomy/,OK,2026-07-09,"Åben faglig side om hovens anatomi. Underbygger hovvæg, kronrand, sål, stråle og lameller."
