Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Historie og idégrundlag,På hvilken dansk ø lå Kristen Kolds skole i Ryslinge?,100,Fyn,Mors,Als,Lolland,,,,Efterskolens historie og værdigrundlag,https://www.efterskolerne.dk/om-efterskoleforeningen/efterskolens-historie-og-vaerdigrundlag/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskolens historiske udvikling fra Ryslinge/Kristen Kold, Grundtvig-inspiration, grænseskoler, prøveadgang, lovændringer, Tinglev/Ladelund, elevstøtte og selvevaluering."
Historie og idégrundlag,Hvilket år blev den første efterskole i Ryslinge grundlagt?,200,1851,1844,1879,1930,,,,Efterskolens historie og værdigrundlag,https://www.efterskolerne.dk/om-efterskoleforeningen/efterskolens-historie-og-vaerdigrundlag/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskolens historiske udvikling fra Ryslinge/Kristen Kold, Grundtvig-inspiration, grænseskoler, prøveadgang, lovændringer, Tinglev/Ladelund, elevstøtte og selvevaluering."
Historie og idégrundlag,Hvilken skole fra 1879 regnes som den ældste eksisterende efterskole?,300,Galtrup Efterskole,Rødding Højskole,Ryslinge Efterskole,Tinglev Efterskole,,,,"efterskole - Læs om struktur, økonomi og historie - Lex",https://lex.dk/efterskole,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskole som skoleform, historie, Galtrup/Mors, Grundtvig-Kold-tradition, struktur, økonomi, elevstøtte og forholdet til folkehøjskolen."
Skoleform og rammer,Hvilke klassetrin kan en dansk efterskole tilbyde?,100,"8., 9. og/eller 10. klasse",1.-3. klasse alene,kun gymnasiets 3.g,kun videregående uddannelser,,,,Kort om efterskoler,https://www.uvm.dk/efterskoler/om-efterskoler,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskoler som kostskoletilbud for unge mellem 14 og 18 år med undervisning, samvær, livsoplysning, folkelig oplysning og demokratisk dannelse."
Skoleform og rammer,"Hvad betyder det, at en efterskole er en kostskole?",200,at eleverne både bor og modtager undervisning på skolen,at skolen kun underviser i madlavning,at eleverne kun møder i weekenden,at lærerne bor i udlandet,,,,Kort om efterskoler,https://www.uvm.dk/efterskoler/om-efterskoler,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskoler som kostskoletilbud for unge mellem 14 og 18 år med undervisning, samvær, livsoplysning, folkelig oplysning og demokratisk dannelse."
Skoleform og rammer,Hvad tilbyder en efterskole ud over undervisning ifølge lovens beskrivelse?,300,samvær,lønnet arbejde til alle elever,universitetsgrader,værnepligt,,,,Kort om efterskoler,https://www.uvm.dk/efterskoler/om-efterskoler,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskoler som kostskoletilbud for unge mellem 14 og 18 år med undervisning, samvær, livsoplysning, folkelig oplysning og demokratisk dannelse."
Hverdag og fællesskab,Hvad er kontaktlærerens typiske opgave?,100,at følge elevens trivsel og være bindeled,at udstede pas,at vælge elevens venner,at bestemme alle karakterer alene,,,,Kort om efterskoler,https://www.uvm.dk/efterskoler/om-efterskoler,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskoler som kostskoletilbud for unge mellem 14 og 18 år med undervisning, samvær, livsoplysning, folkelig oplysning og demokratisk dannelse."
Hverdag og fællesskab,"Hvad kaldes de elever, man deler værelse med?",200,værelseskammerater,censorer,bestyrelsesmedlemmer,vejledere,,,,Har du det svært på din efterskole? Tænker ...,https://bornetelefonen.dk/gaar-paa-efterskole/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger råd til efterskoleelever om at tale med en tryg voksen, lave aftaler med værelseskammerater og søge hjælp ved trivsel/konflikter."
"Fag, prøver og elevdemokrati",Hvad er et valgfag?,100,et fag eleven vælger blandt flere tilbud,et fag uden undervisning,en tvungen eksamen i alle skoler,en bestyrelsespost,,,,Hvad er en efterskole?,https://www.efterskolerne.dk/for-elever-og-foraeldre/hvad-er-en-efterskole/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskolelivets fokus på fællesskab, ansvar, at passe på hinanden, praktiske opgaver, køkkenhjælp, egne interesser, linje-/profilfag og valgfag."
"Fag, prøver og elevdemokrati",Hvad er projektundervisning?,200,undervisning organiseret omkring en opgave eller problemstilling,kun læsning af én bog,undervisning uden mål,kun individuel eksamen,,,,Hvad er formativ evaluering?,https://emu.dk/test-og-evalueringsbank/om-formativ-evalueringskultur/hvad-er-formativ-evaluering,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger formativ evaluering/feedback som noget, der hjælper eleven videre i læreprocessen."
