Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Celler og krop,Hvilken struktur regulerer transporten ind og ud af en celle?,100,cellemembranen,cellekernen,ribosomet,centriolen,,,,cellemembran - Lex er Danmarks nationalleksikon,https://lex.dk/cellemembran,OK,2026-07-09,Underbygger cellemembranens rolle som afgrænsning og regulering af transport ind og ud af cellen.
Celler og krop,Hvad kaldes væsken og materialet inde i cellen uden for cellekernen?,200,cytoplasmaet,cellevæggen,kromatinet,plasmaet i blodet,,,,celle - Den mindste enhed for liv - Typer og opbygning - Lex,https://lex.dk/celle,OK,2026-07-09,"Underbygger cellen som grundlæggende enhed samt cytoplasma, ribosomer og forskel på celletyper."
Celler og krop,Hvilket organel indeholder størstedelen af DNA’et i en eukaryot celle?,300,cellekernen,ribosomet,lysosomet,vakuolen,,,,cellekernen - Lex er Danmarks nationalleksikon,https://lex.dk/cellekernen,OK,2026-07-09,Underbygger at cellekernen i eukaryote celler indeholder arvematerialet DNA i form af kromosomer.
Arv og evolution,Hvilken form har et DNA-molekyle typisk?,100,en dobbeltspiral,en enkelt ring i alle organismer,en tredobbelt helix,et fladt lipidlag,,,,dobbelthelix - Lex er Danmarks nationalleksikon,https://lex.dk/dobbelthelix,OK,2026-07-09,Underbygger DNA-molekylets dobbelthelix/dobbeltspiralform.
Arv og evolution,Hvad er byggestenen i DNA?,200,et nukleotid,en aminosyre,et monosakkarid,en fedtsyre,,,,"nukleotider - Nukleosid, biokemi og fosfatgrupper – Lex",https://lex.dk/nukleotider,OK,2026-07-09,Underbygger nukleotider som byggesten i DNA/RNA.
Arv og evolution,Hvilken DNA-base danner normalt par med adenin?,300,thymin,guanin,cytosin,uracil,,,,basepar - Lex er Danmarks nationalleksikon,https://lex.dk/basepar,OK,2026-07-09,Underbygger baseparring i DNA/RNA og uracil i RNA.
Planter og svampe,Hvilket grønt pigment absorberer lys til fotosyntese?,100,klorofyl,hæmoglobin,melanin,keratin,,,,"klorofyl - Pigmenter, der medvirker i fotosyntesen - Lex",https://lex.dk/klorofyl,OK,2026-07-09,Underbygger klorofyl som pigment nødvendigt for planters udnyttelse af lysenergi.
Planter og svampe,Hvilken gas optager planter normalt gennem spalteåbninger til fotosyntese?,200,kuldioxid,ilt,kvælstof,helium,,,,fotosyntese - Biologisk proces i planter - Lex,https://lex.dk/fotosyntese,OK,2026-07-09,"Underbygger fotosyntese, kuldioxid som reaktant og ilt som produkt."
Økologi og dyr,Hvad kaldes alle populationer af forskellige arter i et område?,100,et biologisk samfund,en organisme,en niche,et kromosom,,,,økosystem - Læs om betydning og forskellige typer - Lex,https://lex.dk/%C3%B8kosystem,OK,2026-07-09,Underbygger økosystem som levende organismer og samspil med ikke-levende miljø.
Økologi og dyr,Hvad består et økosystem af?,200,levende organismer og deres ikke-levende miljø,kun dyr i et område,kun planter og svampe,kun klima og jordbund,,,,økosystem - Læs om betydning og forskellige typer - Lex,https://lex.dk/%C3%B8kosystem,OK,2026-07-09,Underbygger økosystem som levende organismer og samspil med ikke-levende miljø.
