Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Kommunikation og medier,"Hvilket kommunikationssystem bruger korte og lange signaler, ofte skrevet som prikker og streger?",100,morsekode,Brailleskrift,binær stregkode,stenografi,,,,morsealfabet – Lex,https://lex.dk/morsealfabet,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde til prikker/streger og morsekode.
Kommunikation og medier,Hvem fik i 1876 et centralt amerikansk patent på telefonen?,200,Alexander Graham Bell,Samuel Morse,Guglielmo Marconi,Thomas Edison,,,,telefon – Lex,https://lex.dk/telefon,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde: Bell fik det første patent på telefonen i 1876.
Kommunikation og medier,"Hvad kaldes den berømte bibel, som Gutenberg trykte i 1450’erne?",300,Gutenbergbibelen,Lindisfarneevangelierne,Kellsbogen,Codex Sinaiticus,,,,Johann Gutenberg - Tysk bogtrykker - Karriere - Lex,https://lex.dk/Johann_Gutenberg,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde til Gutenbergs bibel/tryk.
Transport og maskiner,Hvem fik i 1886 patent på Benz Patent-Motorwagen?,100,Karl Benz,Gottlieb Daimler,Nikolaus Otto,Rudolf Diesel,,,,Mercedes-Benz Patent Motor Car: The first automobile (1885–1886),https://www.mercedes-benz.com/en/art-and-culture/museum/mercedes-benz-patent-motor-car/,OK – kilde tilføjet,2026-07-09,Producent-/museumskilde til Benz Patent-Motorwagen.
Transport og maskiner,Hvilken forbedring af dampmaskinen patenterede James Watt i 1769?,200,den separate kondensator,den pneumatiske bremse,den indvendige forbrænding,den elektriske starter,,,,James Watt – Lex,https://lex.dk/James_Watt,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde til Watts separate kondenser og patent fra 1769.
Transport og maskiner,"Hvad hed lokomotivet, som George og Robert Stephenson vandt Rainhill Trials med i 1829?",300,Rocket,Locomotion No. 1,Puffing Billy,Mallard,,,,"Stephenson’s Rocket, 1829 | Science Museum Group Collection",https://collection.sciencemuseumgroup.org.uk/objects/co205824/stephensons-rocket-1829-steam-locomotive,OK – kilde tilføjet,2026-07-09,Museums-kilde til Rocket og Rainhill Trials.
Medicin og hverdag,Hvilken proces opvarmer fødevarer eller drikke for at reducere skadelige mikroorganismer?,100,pasteurisering,sterilfiltrering,destillation,lyofilisering,,,,pasteurisering – Lex,https://lex.dk/pasteurisering,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde til processen pasteurisering.
Medicin og hverdag,Hvem opdagede penicillins antibakterielle virkning i 1928?,200,Alexander Fleming,Howard Florey,Ernst Chain,Gerhard Domagk,,,,"penicillin - Læs om historien, typer og resistens – Lex",https://lex.dk/penicillin,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde til Flemings opdagelse af penicillins antibakterielle virkning.
Elektronik og computere,Hvem skrev en berømt algoritme til Babbages Analytical Engine i sine noter om Bernoulli-tal?,100,Ada Lovelace,Grace Hopper,Margaret Hamilton,Jean Bartik,,,,Ada Lovelace – Lex,https://lex.dk/Ada_Lovelace,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde til Lovelaces noter og Bernoulli-tal/algoritme.
Elektronik og computere,Hvem udviklede et hulkortbaseret tabuleringssystem til den amerikanske folketælling i 1890?,200,Herman Hollerith,Charles Babbage,Konrad Zuse,John Atanasoff,,,,Herman Hollerith – Lex,https://lex.dk/Herman_Hollerith,OK – kilde tilføjet,2026-07-09,Dansk Lex-kilde til Hollerith og hulkorttabulering ved folketællingen.
