Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Fysik og energi,Hvilket materiale er en god elektrisk leder?,100,kobber,gummi,glas,porcelæn,,,,Royal Society of Chemistry – Copper,https://periodic-table.rsc.org/element/29/copper,OK,2026-07-09,RSC-elementside. Underbygger kobber som god elektrisk leder og brug i elektriske ledninger.
Fysik og energi,Hvilket materiale bruges ofte som elektrisk isolator?,200,gummi,kobber,aluminium,sølv,,,,The Physics Classroom – Conductors and Insulators,https://www.physicsclassroom.com/class/estatics/Lesson-1/Conductors-and-Insulators,OK,2026-07-09,"Åben fysikundervisningskilde om elektriske ledere og isolatorer, herunder metaller og gummi/plast som isolerende materialer."
Fysik og energi,"Hvilken lov siger, at aktion og reaktion er lige store og modsat rettede?",300,Newtons tredje lov,Newtons første lov,Ohms lov,Arkimedes’ lov,,,,Khan Academy – What is Newton's third law?,https://www.khanacademy.org/science/ap-college-physics-1/xf557a762645cccc5%3Aforce-and-translational-dynamics/xf557a762645cccc5%3Aforces-and-systems/a/what-is-newtons-third-law,OK,2026-07-09,"Åben undervisningsside om Newtons tredje lov og lige store, modsat rettede kræfter."
Fysik og energi,Hvad er tyngdeaccelerationen nær Jordens overflade omtrent?,400,"9,8 m/s²","0,98 m/s²",98 m/s²,298 m/s²,,,,OpenStax Physics – Free Fall,https://openstax.org/books/physics/pages/2-7-falling-objects,OK,2026-07-09,"Åben fysikbog. Underbygger tyngdeacceleration nær Jordens overflade omkring 9,8 m/s²."
Fysik og energi,Hvad er lysets hastighed i vakuum omtrent?,500,300.000 km/s,30.000 km/s,3.000 km/s,1.080 km/s,,,,"NIST – The NIST Reference on Constants, Units, and Uncertainty",https://physics.nist.gov/cuu/Constants/index.html,OK,2026-07-09,"NIST-reference for fysiske konstanter, herunder lysets hastighed i vakuum."
Kemi og stoffer,Hvad er den kemiske formel for kuldioxid?,100,CO₂,CO,C₂O,CH₄,,,,Lex – kuldioxid,https://lex.dk/kuldioxid,OK,2026-07-09,Dansk nationalleksikon. Underbygger kuldioxid som CO₂.
Kemi og stoffer,Hvilken pH-værdi har en neutral vandig opløsning omtrent ved stuetemperatur?,200,7,0,5,14,,,,USGS Water Science School – pH and Water,https://www.usgs.gov/special-topics/water-science-school/science/ph-and-water,OK,2026-07-09,"Officiel USGS-formidling om pH-skalaen, neutral pH omkring 7 og sure/basiske opløsninger."
Kemi og stoffer,Hvilken type opløsning har en pH-værdi under 7?,300,sur,basisk,neutral,mættet,,,,USGS Water Science School – pH and Water,https://www.usgs.gov/special-topics/water-science-school/science/ph-and-water,OK,2026-07-09,"Officiel USGS-formidling om pH-skalaen, neutral pH omkring 7 og sure/basiske opløsninger."
Kemi og stoffer,Hvilken type opløsning har en pH-værdi over 7?,400,basisk,sur,neutral,radioaktiv,,,,USGS Water Science School – pH and Water,https://www.usgs.gov/special-topics/water-science-school/science/ph-and-water,OK,2026-07-09,"Officiel USGS-formidling om pH-skalaen, neutral pH omkring 7 og sure/basiske opløsninger."
Kemi og stoffer,"Hvad kaldes en kemisk binding, hvor atomer deler elektronpar?",500,kovalent binding,ionbinding,metallisk binding,hydrogenkerne,,,,Chemistry LibreTexts – Ionic and Covalent Bonds,https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry/08%3A_Chemical_Bonding/8.01%3A_Ionic_and_Covalent_Bonds,OK,2026-07-09,"Åben kemikilde om kovalente bindinger, ionbindinger og elektronpar/ioner."
Jorden og vejret,"Hvad kaldes punktet inde i Jorden, hvor et jordskælv begynder?",100,hypocentret,epicentret,ækvator,magnetpolen,,,,USGS – The Science of Earthquakes,https://www.usgs.gov/programs/earthquake-hazards/science-earthquakes,OK,2026-07-09,"Officiel USGS-formidling om jordskælv, hypocenter/focus, epicenter og seismiske processer."
