Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Skæve taktarter og danse,Hvordan grupperes daichovo horo normalt i 9/8?,100,2+2+2+3,3+3+3,2+3+2+2,4+2+3,,,,Hora (dance) - Wikipedia,https://en.wikipedia.org/wiki/Oro_(dance),OK,2026-07-09,Underbygger oro/horo/hora som kæde- eller kredsdans i Balkanområdet.
Skæve taktarter og danse,Hvilken asymmetrisk taktart forbindes ofte med kopanitsa?,200,11/8,7/8,9/8,13/8,,,,"Gankino, Kopanica, and More in 11/16",https://www.socalfolkdance.org/articles/gankino_kopanica_unciano.htm,OK,2026-07-09,Underbygger kopanitsa/kopanica-familien som bulgarske danse i 11/16/11-delt asymmetrisk rytme.
Skæve taktarter og danse,Hvordan grupperes den almindelige 7/8-puls i lesnoto ofte?,300,3+2+2,2+2+3,2+3+2,4+3,,,,Lesnoto - Wikipedia,https://en.wikipedia.org/wiki/Lesnoto,OK,2026-07-09,Underbygger lesnoto som dans i syv-beat meter organiseret 3+2+2.
Skæve taktarter og danse,Hvilken taktart bruges ofte til pravo horo?,400,2/4,5/8,7/8,11/8,,,,Hora (dance) - Wikipedia,https://en.wikipedia.org/wiki/Oro_(dance),OK,2026-07-09,Underbygger oro/horo/hora som kæde- eller kredsdans i Balkanområdet.
Skæve taktarter og danse,Hvilken taktart forbindes stærkt med den græske solodans zeibekiko?,500,9/8,4/4,6/8,7/8,,,,Zeibekiko - Wikipedia,https://en.wikipedia.org/wiki/Zeibekiko,OK,2026-07-09,Underbygger zeibekiko som græsk solodans forbundet med 9/8.
Roma og musik på tværs,Ved hvilke familiebegivenheder spiller romani brassbands en særlig vigtig rolle i Sydøstserbien?,100,bryllupper,skoleeksamener,sportsfinaler,parlamentsåbninger,,,,Romani Brass Bands in Southeast Serbia – An Overview,https://www.romarchive.eu/en/music/balkan/romani-brass-bands-southeast-serbia-overview/,OK,2026-07-09,RomArchive-kilde; underbygger Romani brassbands rolle ved bryllupper og ritualer i Sydøstserbien.
Roma og musik på tværs,Hvilken historisk ensembletype var med til at præge udviklingen af Balkan-brassbands?,200,osmanniske militærorkestre,barokke strygekvartetter,gregorianske kor,skotske sækkepibebands,,,,Balkan brass Profile,https://www.songlines.co.uk/genres/balkan-brass,OK,2026-07-09,"Underbygger Balkan-brass som tradition med rødder i osmanniske militærorkestre, Roma-musikere, trompeter og dybe messingblæsere."
Roma og musik på tværs,"I hvilket land ligger byen Guča, der er kendt for sin trompetfestival?",300,Serbien,Rumænien,Albanien,Grækenland,,,,Balkan brass Profile,https://www.songlines.co.uk/genres/balkan-brass,OK,2026-07-09,"Underbygger Balkan-brass som tradition med rødder i osmanniske militærorkestre, Roma-musikere, trompeter og dybe messingblæsere."
Roma og musik på tværs,Hvilket land kommer brassbandet Fanfare Ciocărlia fra?,400,Rumænien,Serbien,Bulgarien,Kroatien,,,,Fanfare Ciocărlia - Wikipedia,https://en.wikipedia.org/wiki/Fanfare_Cioc%C4%83rlia,OK,2026-07-09,Underbygger Fanfare Ciocărlia som brassband fra Rumænien.
Roma og musik på tværs,Hvilken rumænsk landsby forbindes med ensemblet Taraf de Haïdouks?,500,Clejani,Guča,Bistritsa,Kalamata,,,,Taraf de Haïdouks - Wikipedia,https://en.wikipedia.org/wiki/Taraf_de_Ha%C3%AFdouks,OK,2026-07-09,Underbygger Taraf de Haïdouks som rumænsk lăutari-ensemble fra Clejani.
Instrumenter og ensembler,Hvilket instrument er stærkt forbundet med græsk rebetiko?,100,bouzouki,gaida,tapan,nai,,,,Bouzouki - Wikipedia,https://en.wikipedia.org/wiki/Bouzouki,OK,2026-07-09,"Underbygger bouzouki som centralt græsk strengeinstrument, også i rebetiko."
Instrumenter og ensembler,Hvad er en baglamas i rebetiko-ensembler?,200,en lille langhalset lut,en stor bastromme,en panfløjte,en metalblæser,,,,Baglamas - Wikipedia,https://en.wikipedia.org/wiki/Baglamas,OK,2026-07-09,Underbygger baglamas som lille græsk langhalset lut i rebetiko-sammenhæng.
Instrumenter og ensembler,Hvordan frembringes lyden på et cimbalom eller țambal?,300,strengene slås med små køller,luft blæses gennem en sæk,en bue stryger én streng,et skind gnides med hånden,,,,Cimbalom - Detail,https://mimo-international.com/MIMO/doc/IFD/MINIM_UK_44254/cimbalom,OK,2026-07-09,MIMO-kilde; underbygger cimbalom som hamret box-zither/dulcimer slået med små hamre/køller.
Instrumenter og ensembler,Hvor mange strenge har en traditionel çifteli normalt?,400,to,én,fire,otte,,,,Çifteli - Wikipedia,https://en.wikipedia.org/wiki/%C3%87ifteli,OK,2026-07-09,Underbygger çifteli som tostrenget albansk instrument.
Instrumenter og ensembler,Hvilket instrument ledsager traditionelt albanske episke sange under navnet lahuta?,500,et enstrenget strygeinstrument,en stor kobberkedel,en endeblæst fløjte,en rammetromme,,,,"Art of playing, singing and making the lahuta",https://ich.unesco.org/en/USL/art-of-playing-singing-and-making-the-lahuta-02310,OK,2026-07-09,Officiel UNESCO-kilde; underbygger lahuta som enstrenget albansk strygeinstrument knyttet til episk sangtradition.
"Stilarter, sange og steder",Hvad er ojkanje?,100,en kroatisk tostemmig sangtradition fra det dalmatiske bagland,en græsk luttetype,en rumænsk kredsdans,en bulgarsk trompetfestival,,,,Ojkanje singing,https://ich.unesco.org/en/USL/ojkanje-singing-00320,OK,2026-07-09,Officiel UNESCO-kilde; underbygger ojkanje som kroatisk tostemmig sangtradition fra det dalmatiske bagland.
"Stilarter, sange og steder",Hvilket land fik den kollektive dans kolo optaget på UNESCOs repræsentative liste i 2017?,200,Serbien,Albanien,Rumænien,Tyrkiet,,,,"UNESCO ICH · Kolo, traditional folk dance",https://ich.unesco.org/en/RL/kolo-traditional-folk-dance-01270,OK,2026-07-09,Officiel UNESCO-kilde; underbygger kolo som traditionel kollektiv folkedans fra Serbien og optagelsen på UNESCO-listen i 2017.
"Stilarter, sange og steder",I hvilket år kom rebetiko på UNESCOs repræsentative liste?,300,2017,2003,2012,2024,,,,UNESCO ICH · Rebetiko,https://ich.unesco.org/en/RL/rebetiko-01291,OK,2026-07-09,Officiel UNESCO-kilde; underbygger rebetiko som græsk urban sang- og dansekultur og optagelsen i 2017.
"Stilarter, sange og steder",I hvilket år kom sevdalinka på UNESCOs repræsentative liste?,400,2024,2008,2012,2017,,,,UNESCO ICH · Sevdalinka,https://ich.unesco.org/en/RL/sevdalinka-traditional-urban-folk-song-01872,OK,2026-07-09,Officiel UNESCO-kilde; underbygger sevdalinka som traditionel urban folk song fra Bosnien-Hercegovina og optagelsen i 2024.
