Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Forfattere og værker,Hvem skrev digtet “Guldhornene”?,100,Adam Oehlenschläger,N.F.S. Grundtvig,Johannes Ewald,B.S. Ingemann,,,,Danmark - litteratur - Fra runer til modernisme - Lex,https://lex.dk/Danmark_-_litteratur,OK – åbnet/verificeret,2026-07-09,"Underbygger dansk litteraturhistorie, perioder og hovedstrømninger."
Forfattere og værker,Hvem skrev det filosofiske værk “Enten – Eller”?,200,Søren Kierkegaard,Georg Brandes,Ludvig Holberg,Poul Martin Møller,,,,Danmark - litteratur - Fra runer til modernisme - Lex,https://lex.dk/Danmark_-_litteratur,OK – åbnet/verificeret,2026-07-09,"Underbygger dansk litteraturhistorie, perioder og hovedstrømninger."
Forfattere og værker,Hvilket værk af Inger Christensen er bygget op efter alfabetets bogstaver?,300,Alfabet,Det,Azorno,Sommerfugledalen,,,,Dansk modernisme,https://forfatterweb.dk/oversigt/perioder/dansk-modernisme,OK – åbnet/verificeret,2026-07-09,"Underbygger dansk modernisme, systemdigtning og Inger Christensens Alfabet."
Forfattere og værker,Hvem skrev romanen “Den kroniske uskyld”?,400,Klaus Rifbjerg,Leif Panduro,Villy Sørensen,Anders Bodelsen,,,,Klaus Rifbjerg,https://forfatterweb.dk/oversigt/rifbjerg-klaus,OK – åbnet/verificeret,2026-07-09,Underbygger Klaus Rifbjergs forfatterskab og Den kroniske uskyld.
Forfattere og værker,Hvem skrev romanen “Hærværk”?,500,Tom Kristensen,Hans Scherfig,Martin A. Hansen,Mogens Klitgaard,,,,Tom Kristensen: Hærværk,https://litteratursiden.dk/anmeldelser/tom-kristensen-haervaerk,OK – åbnet/verificeret,2026-07-09,"Underbygger Tom Kristensen, Hærværk og Ole Jastrau."
Perioder og strømninger,Hvad kaldes den danske kunst- og kulturperiode i første halvdel af 1800-tallet med blandt andre H.C. Andersen og Søren Kierkegaard?,100,Guldalderen,Sølvalderen,Oplysningstiden,Systemskiftet,,,,Litterære perioder - Lex er Danmarks nationalleksikon,https://lex.dk/.taxonomy/2587,OK – åbnet/verificeret,2026-07-09,"Underbygger Guldalder, Romantik og andre litterære periodebetegnelser."
Perioder og strømninger,Hvem indledte i 1871 sine forelæsninger om “Hovedstrømninger i det 19de Aarhundredes Litteratur”?,200,Georg Brandes,Harald Høffding,Søren Kierkegaard,Viggo Hørup,,,,det moderne gennembruds litteratur - Udvalg af værker - Lex,https://lex.dk/det_moderne_gennembruds_litteratur,OK – åbnet/verificeret,2026-07-09,"Underbygger Brandes, realisme/naturalisme og kravet om at sætte problemer under debat."
Perioder og strømninger,Hvilken formulering sammenfatter Georg Brandes' krav til moderne litteratur?,300,at sætte problemer under debat,at dyrke rim uden indhold,at undgå samtidens konflikter,at efterligne middelalderens helteviser,,,,det moderne gennembruds litteratur - Udvalg af værker - Lex,https://lex.dk/det_moderne_gennembruds_litteratur,OK – åbnet/verificeret,2026-07-09,"Underbygger Brandes, realisme/naturalisme og kravet om at sætte problemer under debat."
Perioder og strømninger,Hvilken litterær retning søger en troværdig skildring af hverdagsliv og samfund?,400,realisme,romantik,surrealisme,dadaisme,,,,realisme - litteratur - Læs om den litterære stil - Lex,https://lex.dk/realisme_-_litteratur,OK – åbnet/verificeret,2026-07-09,Underbygger realisme/poetisk realisme og troværdige skildringer af hverdagsliv.
Perioder og strømninger,"Hvilken retning lagde vægt på arv, miljø og mennesket som bestemt af biologiske og sociale vilkår?",500,naturalisme,symbolisme,klassicisme,ekspressionisme,,,,det moderne gennembruds litteratur - Udvalg af værker - Lex,https://lex.dk/det_moderne_gennembruds_litteratur,OK – åbnet/verificeret,2026-07-09,"Underbygger Brandes, realisme/naturalisme og kravet om at sætte problemer under debat."
"Figurer, former og genrer",Hvad hedder fortælleren i “Den kroniske uskyld”?,100,Janus Tolne,Tore Reimer,Poul Berger,Mogens Jørgensen,,,,Klaus Rifbjerg,https://forfatterweb.dk/oversigt/rifbjerg-klaus,OK – åbnet/verificeret,2026-07-09,Underbygger Klaus Rifbjergs forfatterskab og Den kroniske uskyld.
"Figurer, former og genrer",Hvad hedder journalisten i Tom Kristensens “Hærværk”?,200,Ole Jastrau,Mikkel Thøgersen,Erik Skram,Arne Garborg,,,,Tom Kristensen: Hærværk,https://litteratursiden.dk/anmeldelser/tom-kristensen-haervaerk,OK – åbnet/verificeret,2026-07-09,"Underbygger Tom Kristensen, Hærværk og Ole Jastrau."
"Figurer, former og genrer",Hvad hedder hovedpersonen i “Barndommens gade”?,300,Ester,Tine,Katinka,Ditte,,,,Barndommens gade,https://forfatterweb.dk/oversigt/ditlevsen-tove/zdit2,OK – åbnet/verificeret,2026-07-09,Underbygger Tove Ditlevsen som forfatter til Barndommens gade og romanens hovedperson Ester.
"Figurer, former og genrer",Hvilket erhverv har Smilla Jaspersen i “Frøken Smillas fornemmelse for sne”?,400,hun er uddannet glaciolog,hun er arkæolog,hun er jurist,hun er kirurg,,,,Frøken Smillas fornemmelse for sne,https://forfatterweb.dk/oversigt/hoeeg-peter/zhoeeg05,OK – åbnet/verificeret,2026-07-09,"Underbygger Peter Høeg, Frøken Smillas fornemmelse for sne og Smilla som glaciolog."
