Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Fødsel og udvikling,Hvad kaldes selve fødslen hos kaniner ofte på engelsk?,100,kindling,whelping,foaling,calving,,,,Merck Veterinary Manual – Management of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/management-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger reproduktion, drægtighed, redekasse, kindling, kit/doe/buck, ungernes udvikling, håndopmadning, fravænning, håndtering, neutralisering og basal forebyggende pleje."
Fødsel og udvikling,Hvilken proces udløser normalt ægløsning hos hunkaninen?,200,parringen,månefasen,vinterkulde,daglig fodring,,,,Merck Veterinary Manual – Management of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/management-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger reproduktion, drægtighed, redekasse, kindling, kit/doe/buck, ungernes udvikling, håndopmadning, fravænning, håndtering, neutralisering og basal forebyggende pleje."
Fødsel og udvikling,"Hvad kaldes det, når en hunkanin bygger rede og viser drægtighedstegn uden at være drægtig?",300,falsk drægtighed,dvale,fældning,brunstpause,,,,Merck Veterinary Manual – Management of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/management-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger reproduktion, drægtighed, redekasse, kindling, kit/doe/buck, ungernes udvikling, håndopmadning, fravænning, håndtering, neutralisering og basal forebyggende pleje."
Fødsel og udvikling,Hvor tidligt kan en dyrlæge ifølge Merck undertiden mærke fostre i en drægtig kanins bug?,400,omkring 12 dage efter parring,sammes dag som parringen,først efter fødslen,omkring 6 måneder efter parring,,,,Merck Veterinary Manual – Management of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/management-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger reproduktion, drægtighed, redekasse, kindling, kit/doe/buck, ungernes udvikling, håndopmadning, fravænning, håndtering, neutralisering og basal forebyggende pleje."
Fødsel og udvikling,Hvad gør en hunkanin typisk kort før fødslen for at isolere reden?,500,plukker pels fra sin egen krop,samler småsten,graver reden fuld af vand,bider ungernes pels af,,,,Merck Veterinary Manual – Management of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/management-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger reproduktion, drægtighed, redekasse, kindling, kit/doe/buck, ungernes udvikling, håndopmadning, fravænning, håndtering, neutralisering og basal forebyggende pleje."
Rede og moderpleje,Hvilken mælk er normalt et bedre udgangspunkt ved nødhåndopmadning efter veterinær vejledning end komælk?,100,kattemælkserstatning,flødeis,sojasauce,appelsinjuice,,,,Merck Veterinary Manual – Management of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/management-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger reproduktion, drægtighed, redekasse, kindling, kit/doe/buck, ungernes udvikling, håndopmadning, fravænning, håndtering, neutralisering og basal forebyggende pleje."
Rede og moderpleje,Hvad bør man ikke gøre ved en mistænkt forældreløs vildkaninunge uden først at vurdere situationen?,200,tage den med hjem med det samme,holde afstand og observere,kontakte en vildtplejer,se efter en rede i nærheden,,,,Rabbit Welfare Association & Fund – What to Do About Accidental Rabbit Litters,https://rabbitwelfare.co.uk/welfare-need/accidental-litters/,OK,2026-07-09,"Åben kaninvelfærdsside. Underbygger moderens korte diegivning, at hun opholder sig væk fra reden, fede maver, kitternes udvikling, kritisk socialiseringsperiode og håndtering af uplanlagte kuld."
Rede og moderpleje,"Hvorfor er det vigtigt at adskille en fertil han fra en hun, der netop har født?",300,hun kan blive drægtig igen næsten straks,han får automatisk rabies,han stopper hendes mælkeproduktion ved synet,hun mister evnen til at bygge rede,,,,RSPCA – Keeping Rabbits Together,https://www.rspca.org.uk/adviceandwelfare/pets/rabbits/company,OK,2026-07-09,"Åben dyrevelfærdsside. Underbygger at kaniner bør holdes med kompatibel kaninmakker, gradvis introduktion og at tidlig blid håndtering kan gøre menneskekontakt mindre stressende."
Rede og moderpleje,"Hvad bør stadig bevares mellem et midlertidigt adskilt kaninpar, hvis det kan ske sikkert?",400,syns- og duftkontakt,fælles foderskål gennem tremmer,fri parring,manglende adgang til hø,,,,RSPCA – Keeping Rabbits Together,https://www.rspca.org.uk/adviceandwelfare/pets/rabbits/company,OK,2026-07-09,"Åben dyrevelfærdsside. Underbygger at kaniner bør holdes med kompatibel kaninmakker, gradvis introduktion og at tidlig blid håndtering kan gøre menneskekontakt mindre stressende."
Rede og moderpleje,Hvad er hovedformålet med en redekasse?,500,"at give et afgrænset, tørt og isoleret fødested",at træne ungerne i at hoppe,at opbevare pellets,at forhindre moderen i at komme ind,,,,Merck Veterinary Manual – Management of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/management-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger reproduktion, drægtighed, redekasse, kindling, kit/doe/buck, ungernes udvikling, håndopmadning, fravænning, håndtering, neutralisering og basal forebyggende pleje."
Foder og sundhed,Hvilken mikroskopisk parasit rammer især unge og nyligt fravænnede kaniner?,100,coccidier,bændelorm hos fisk,malariaparasitten,leverikter hos får,,,,MSD Veterinary Manual – Disorders and Diseases of Rabbits,https://www.msdvetmanual.com/all-other-pets/rabbits/disorders-and-diseases-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger GI-stase, diarré, appetitløshed, tandproblemer, luftvejsproblemer, hud-/bagpartsproblemer og hvornår dyrlæge bør kontaktes."
Foder og sundhed,Hvilken alvorlig virussygdom hos kaniner forkortes ofte RHD?,200,rabbit haemorrhagic disease,rabbit hereditary deafness,rabbit hair deficiency,rabbit hydration disorder,,,,Merck Veterinary Manual – Viral Diseases of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/viral-diseases-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger myxomatose, rabbit hemorrhagic disease/RHD og virale sygdomstegn hos kaniner."
Foder og sundhed,Hvilken virussygdom kan give hævelser omkring øjne og kønsorganer hos kaniner?,300,myxomatose,parvovirus hos hund,kattesyge,mund- og klovsyge,,,,Merck Veterinary Manual – Viral Diseases of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/viral-diseases-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger myxomatose, rabbit hemorrhagic disease/RHD og virale sygdomstegn hos kaniner."
Foder og sundhed,"Hvordan forebygges alvorlige virussygdomme som myxomatose og RHD bedst hos kælekaniner, hvor vacciner anbefales?",400,med vaccination efter dyrlægens plan,med sukker i vandet,med dagligt bad,med vitaminpiller alene,,,,Merck Veterinary Manual – Viral Diseases of Rabbits,https://www.merckvetmanual.com/exotic-and-laboratory-animals/rabbits/viral-diseases-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger myxomatose, rabbit hemorrhagic disease/RHD og virale sygdomstegn hos kaniner."
Foder og sundhed,Hvad kan for lange fortænder eller kindtænder føre til?,500,smerter og spiseproblemer,bedre hørelse,hurtigere løb,større kuld,,,,MSD Veterinary Manual – Disorders and Diseases of Rabbits,https://www.msdvetmanual.com/all-other-pets/rabbits/disorders-and-diseases-of-rabbits,OK,2026-07-09,"Åben veterinær reference. Underbygger GI-stase, diarré, appetitløshed, tandproblemer, luftvejsproblemer, hud-/bagpartsproblemer og hvornår dyrlæge bør kontaktes."
Adfærd og ansvarligt kaninhold,Hvorfor har kaniner brug for skjulesteder?,100,de er byttedyr og søger sikkerhed,de kan ikke tåle mørke,de skal gemme deres tænder,de sover kun under vand,,,,RSPCA – How to take care of your rabbits,https://www.rspca.org.uk/adviceandwelfare/pets/rabbits,OK,2026-07-09,"Åben dyrevelfærdsside om kaninhold. Underbygger basale krav til miljø, motion, sikre skjul, beskyttelse mod vejr/rovdyr og ansvarligt kaninhold."
Adfærd og ansvarligt kaninhold,Hvad kan en helt flad kanin med kroppen strakt ud ofte vise?,200,afslapning,akut aggression i alle tilfælde,at den ikke kan trække vejret,at den bygger rede,,,,RSPCA – Rabbit Behaviour & Body Language,https://www.rspca.org.uk/adviceandwelfare/pets/rabbits/behaviour/understanding,OK,2026-07-09,"Åben dyrevelfærdsside. Underbygger kropssprog som thumping, afslappet udstrakt krop, hop med vrid, skjul og stress/uro."
Adfærd og ansvarligt kaninhold,"Hvad kaldes en hurtig drejning om på siden, som ofte viser afslapning?",300,flop,charge,freeze,boxing,,,,The Spruce Pets – Understanding Rabbit Behavior and Body Language,https://www.thesprucepets.com/rabbit-behavior-4025353,OK,2026-07-09,"Åben introduktion til kaninadfærd. Underbygger hverdagsord som binky, flop, chinning, circling og tænderskæren som kropssprog."
