Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Celler og krop,Hvilket organel udfører fotosyntese i planteceller?,100,kloroplasten,mitokondriet,lysosomet,Golgiapparatet,,,,kloroplast - Læs om organeller og deres funktion – Lex,https://lex.dk/kloroplast,OK,2026-07-09,"Underbygger at fotosyntesen foregår i kloroplaster, og at den grønne farve skyldes klorofyl."
Celler og krop,Hvilken type blodlegemer er især en del af immunforsvaret?,200,hvide blodlegemer,røde blodlegemer,blodplader,fedtceller,,,,hvide blodlegemer - Lex er Danmarks nationalleksikon,https://lex.dk/hvide_blodlegemer,OK,2026-07-09,Underbygger hvide blodlegemer som en del af immunforsvaret.
Celler og krop,Hvilket protein transporterer det meste ilt i røde blodlegemer?,300,hæmoglobin,insulin,keratin,fibrin,,,,hæmoglobin - Lex er Danmarks nationalleksikon,https://lex.dk/h%C3%A6moglobin,OK,2026-07-09,Underbygger hæmoglobin som iltbindende protein i røde blodceller.
Celler og krop,Hvilket stof udgør hovedbestanddelen af plantecellers cellevæg?,400,cellulose,kitin,glykogen,kollagen,,,,plantecellen - Læs om organeller og opbygning - Lex,https://lex.dk/plantecellen,OK,2026-07-09,"Underbygger plantecellers opbygning, cellevæg og kloroplaster."
Celler og krop,Hvilket netværk af membraner findes i ru og glat form i eukaryote celler?,500,det endoplasmatiske retikulum,cytoskelettet,cellevæggen,kromosomet,,,,endoplasmatisk reticulum - Lex er Danmarks nationalleksikon,https://lex.dk/endoplasmatisk_reticulum,OK,2026-07-09,Underbygger ru og glat endoplasmatisk reticulum.
Arv og evolution,Hvad kaldes forskellige udgaver af det samme gen?,100,alleler,organeller,antigener,enzymer,,,,allel - En af flere mulige udgaver af et givet gen – Lex,https://lex.dk/allel,OK,2026-07-09,Underbygger allel som en af flere mulige udgaver af samme gen.
Arv og evolution,Hvor mange kromosomer har en normal menneskelig kønscelle?,200,23,44,46,92,,,,"kønsceller - Hos mennesker, dyr og planter - Lex",https://lex.dk/k%C3%B8nsceller,OK,2026-07-09,Underbygger kønsceller som haploide celler med ét kromosomsæt.
Arv og evolution,Hvilken base findes i RNA i stedet for thymin?,300,uracil,adenin,cytosin,guanin,,,,basepar - Lex er Danmarks nationalleksikon,https://lex.dk/basepar,OK,2026-07-09,Underbygger baseparring i DNA/RNA og uracil i RNA.
Arv og evolution,Hvad betyder homozygot for et bestemt gen?,400,at de to alleler er ens,at allelerne altid er dominante,at genet mangler,at kromosomet er fordoblet,,,,homozygot - Læs om begrebet inden for genetikken - Lex,https://lex.dk/homozygot,OK,2026-07-09,Underbygger homozygot som to ens alleller for et givet gen.
Arv og evolution,Hvad betyder heterozygot for et bestemt gen?,500,at de to alleler er forskellige,at begge alleler er ens,at organismen mangler DNA,at genet kun findes i kønsceller,,,,heterozygot - Læs om begrebet inden for genetikken - Lex,https://lex.dk/heterozygot,OK,2026-07-09,Underbygger heterozygot som to forskellige alleller for et givet gen.
Planter og svampe,Hvad er bestøvning?,100,overførsel af pollen til et støvfang,sammensmeltning af kønsceller,spiring af et frø,transport af sukker i floem,,,,bestøvning - Lex er Danmarks nationalleksikon,https://lex.dk/best%C3%B8vning,OK,2026-07-09,Underbygger bestøvning som overførsel af pollen fra støvknapper til støvfang.
Planter og svampe,Hvilken del af blomsten producerer pollen?,200,støvknappen,støvfanget,frugtknuden,bægerbladet,,,,støvblad - Lex er Danmarks nationalleksikon,https://lex.dk/st%C3%B8vblad,OK,2026-07-09,Underbygger støvblad/støvdrager og støvknap som pollenproducerende del af blomsten.
Planter og svampe,Hvilken del af blomstens hunlige organ modtager pollen?,300,støvfanget,støvtråden,kronbladet,frøhviden,,,,støvfang - Lex er Danmarks nationalleksikon,https://lex.dk/st%C3%B8vfang,OK,2026-07-09,"Underbygger støvfang som den del, hvor pollenkorn lander ved bestøvningen."
Planter og svampe,Hvad kaldes vandtab som vanddamp fra plantens overjordiske dele?,400,transpiration,respiration,bestøvning,spiring,,,,transpiration – hos planter - Lex er Danmarks nationalleksikon,https://lex.dk/transpiration_-_hos_planter,OK,2026-07-09,Underbygger transpiration som fordampning fra planters spalteåbninger.
Planter og svampe,Hvor findes frøanlæggene hos en blomsterplante?,500,i frugtknuden,i støvknappen,i kronbladet,i stænglens bark,,,,"frugt - Læs om opbygning, spredning og modning - Lex",https://lex.dk/frugt,OK,2026-07-09,"Underbygger frugt, frugtknude og frøanlæg i frugtanlægget."
Økologi og dyr,Hvad er biodiversitet?,100,"variation af gener, arter og økosystemer",antallet af rovdyr alene,mængden af regn i et område,ensartethed mellem alle organismer,,,,biodiversitet - Mangfoldighed af levende organismer - Lex,https://lex.dk/biodiversitet,OK,2026-07-09,Underbygger biodiversitet som variation/mangfoldighed af levende organismer.
Økologi og dyr,Hvad er en invasiv art?,200,"en ikke-hjemmehørende art, der spreder sig og skaber skade",enhver sjælden hjemmehørende art,en uddød art,"en art, der kun lever i havet",,,,invasiv art - Lex er Danmarks nationalleksikon,https://lex.dk/invasiv_art,OK,2026-07-09,"Underbygger invasiv art som ikke-hjemmehørende art, der spreder sig og kan skade økosystemer."
Økologi og dyr,"Hvad kaldes en art, der findes naturligt kun i et afgrænset område?",300,en endemisk art,en invasiv art,en domesticeret art,en kosmopolitisk art,,,,endemisme - En arts forekomst inden for ét område - Lex,https://lex.dk/endemisme,OK,2026-07-09,Underbygger endemisme som arts forekomst i et afgrænset område.
Økologi og dyr,Hvorfor er der normalt mindre energi på højere trofiske niveauer?,400,fordi meget energi omsættes og afgives som varme,fordi energi skabes på hvert niveau,fordi rovdyr ikke respirerer,fordi planter bruger al ilt,,,,fødenet - Definition - Fødekæder og nedbryderkæder - Lex,https://lex.dk/f%C3%B8denet,OK,2026-07-09,"Underbygger fødenet/fødekæder, energistrømme og tab mellem trofiske niveauer."
Økologi og dyr,Hvad er en økologisk niche?,500,en arts rolle og ressourcebrug i økosystemet,det samme som artens geografiske sted alene,en fysisk rede hos alle dyr,en organismes kromosomtal,,,,niche – økologisk begreb - Lex,https://lex.dk/niche_-_%C3%B8kologisk_begreb,OK,2026-07-09,Underbygger økologisk niche som en arts plads/funktion i økosystemet.
