Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Skibe og rejser,Hvilken egenskab gjorde det muligt for mange vikingeskibe at sejle op ad floder og tæt ind til strande?,100,lav dybgang,meget dyb køl,høj overbygning,fast ballast af sten,,,,Vikingeskibsmuseet – De fem vikingeskibe,https://www.vikingeskibsmuseet.dk/besoeg/udstillinger/de-fem-vikingeskibe,OK,2026-07-09,"Vikingeskibsmuseets officielle oversigt over Skuldelevskibene, skibstyper og sejlspærringen i Roskilde Fjord."
Skibe og rejser,Hvad var Skuldelev 1 hovedsageligt bygget til?,200,et havgående fragtskib,et lille krigsskib,en fiskerkano,et ceremonisk flodskib,,,,Vikingeskibsmuseet – Skuldelev 1: Havskibet,https://www.vikingeskibsmuseet.dk/besoeg/udstillinger/de-fem-vikingeskibe/skuldelev-1-havskibet,OK,2026-07-09,Officiel museumskilde om Skuldelev 1 som havgående handels-/fragtskib.
Skibe og rejser,Hvordan klassificeres det cirka 30 meter lange Skuldelev 2?,300,et stort langskib,et kysthandelsskib,en færge,et fiskeskib,,,,Vikingeskibsmuseet – Skuldelev 2: Det store langskib,https://www.vikingeskibsmuseet.dk/besoeg/udstillinger/de-fem-vikingeskibe/skuldelev-2-det-store-langskib,OK,2026-07-09,Officiel museumskilde om Skuldelev 2 som ca. 30 meter langt langskib bygget i Dublinområdet.
Skibe og rejser,I hvilket område blev Skuldelev 2 bygget?,400,Dublinområdet,Roskildeområdet,Oslofjorden,Island,,,,Vikingeskibsmuseet – Skuldelev 2: Det store langskib,https://www.vikingeskibsmuseet.dk/besoeg/udstillinger/de-fem-vikingeskibe/skuldelev-2-det-store-langskib,OK,2026-07-09,Officiel museumskilde om Skuldelev 2 som ca. 30 meter langt langskib bygget i Dublinområdet.
Skibe og rejser,Hvilken funktion havde kystfareren Skuldelev 3?,500,et mindre handelsskib til kystfart,et stort havgående krigsskib,et fladt færgeskib,et kongeligt gravskib,,,,Vikingeskibsmuseet – Skuldelev 3: Kystfareren,https://www.vikingeskibsmuseet.dk/besoeg/udstillinger/de-fem-vikingeskibe/skuldelev-3-kystfareren,OK,2026-07-09,Officiel museumskilde om Skuldelev 3 som kysthandelsskib med plads til omkring 4 tons last.
Hverdag og handel,"Hvilke fund viser, at stof ofte blev vævet på opretstående væve?",100,vævevægte,skjoldbuler,møntstempler,ankersten,,,,Wikipedia – Warp-weighted loom,https://en.wikipedia.org/wiki/Warp-weighted_loom,OK,2026-07-09,Åben artikel om opretstående væv og vævevægte.
Hverdag og handel,Hvilken håndværker fremstillede og reparerede redskaber og våben af jern?,200,smeden,skjalden,lovsigemanden,trællen,,,,Wikipedia – Blacksmith,https://en.wikipedia.org/wiki/Blacksmith,OK,2026-07-09,Åben artikel om smeden som håndværker der fremstiller og reparerer jernredskaber og våben.
Hverdag og handel,Hvilket materiale blev mange kamme fremstillet af?,300,ben eller gevir,glas,marmor,porcelæn,,,,Wikipedia – Viking Age arms and armour,https://en.wikipedia.org/wiki/Viking_Age_arms_and_armour,OK,2026-07-09,Åben artikel der bl.a. behandler vikingetidens materiale- og genstandskultur; bruges her til kamme af ben/gevir.
Hverdag og handel,"Hvad kaldes ituhugget sølv, der blev brugt efter vægt som betaling?",400,hakkesølv,brakteater,ravperler,jernbarrer,,,,Wikipedia – Hacksilver,https://en.wikipedia.org/wiki/Hacksilver,OK,2026-07-09,Åben artikel om hakkesølv som ituhugget sølv brugt efter vægt som betaling.
Hverdag og handel,Hvilke islamiske sølvmønter findes i stort antal i skandinaviske vikingetidsfund?,500,dirhemer,denarer fra USA,dukater,pesos,,,,Wikipedia – Dirham,https://en.wikipedia.org/wiki/Dirham,OK,2026-07-09,Åben artikel om dirham-sølvmønter og deres forekomst i vikingetidsfund.
"Tro, runer og kunst",Hvad hedder regnbuebroen mellem gudernes og menneskenes verden?,100,Bifröst,Gjallarhorn,Yggdrasil,Mjølner,,,,Lex – Bifrost,https://lex.dk/Bifrost,OK,2026-07-09,Lex-artikel om Bifrost som broen mellem gudernes og menneskenes verden.
"Tro, runer og kunst",Hvad hedder Odins hal for udvalgte faldne krigere?,200,Valhal,Folkvang,Helheim,Utgård,,,,Lex – Valhal,https://lex.dk/Valhal,OK,2026-07-09,Lex-artikel om Valhal som Odins hal for faldne krigere.
"Tro, runer og kunst","Hvad kaldes de kvindelige væsener, der udvælger faldne krigere?",300,valkyrier,norger,diser,jætter,,,,Lex – valkyrie,https://lex.dk/valkyrie,OK,2026-07-09,Lex-artikel om valkyrier som væsener der udvælger faldne krigere.
"Tro, runer og kunst",Hvad kaldes verdens undergang og fornyelse i nordisk mytologi?,400,Ragnarök,blot,sejd,fimbulting,,,,Lex – Ragnarok,https://lex.dk/Ragnarok,OK,2026-07-09,Lex-artikel om Ragnarok som verdens undergang og fornyelse i nordisk mytologi.
"Tro, runer og kunst","Hvor mange tegn havde den yngre futhark, som blev brugt i vikingetiden?",500,16,12,24,32,,,,Danmarkshistorien/Lex – Vikingetidens runealfabet (futhark),https://danmarkshistorien.lex.dk/Vikingetidens_runealfabet_%28futhark%29,OK,2026-07-09,Dansk fagkilde der beskriver vikingetidens yngre futhark med 16 tegn og runernes brug på runesten.
"Konger, steder og begivenheder",I hvilket år ankom Den Store Hedenske Hær til England?,100,865,793,911,1066,,,,Danmarkshistorien/Lex – Den store hær 865-878,https://danmarkshistorien.lex.dk/Den_store_h%C3%A6r_865-878,OK,2026-07-09,Dansk fagkilde om Den Store Hær/Great Heathen Army fra 865 til 878.
"Konger, steder og begivenheder",Hvilket slag i 878 blev afgørende for Alfred den Stores sejr over Guthrum?,200,slaget ved Edington,slaget ved Hastings,slaget ved Maldon,slaget ved Stamford Bridge,,,,Wikipedia – Battle of Edington,https://en.wikipedia.org/wiki/Battle_of_Edington,OK,2026-07-09,Åben artikel om slaget ved Edington i 878 mellem Alfred og Guthrum.
"Konger, steder og begivenheder",Hvilket slag i september 1066 regnes ofte som afslutningen på den norske vikingehær i England?,300,slaget ved Stamford Bridge,slaget ved Hastings,slaget ved Brunanburh,slaget ved Clontarf,,,,Danmarkshistorien/Lex – Slaget ved Stamford Bridge i 1066,https://danmarkshistorien.lex.dk/Slaget_ved_Stamford_Bridge_i_1066,OK,2026-07-09,Dansk fagkilde om slaget ved Stamford Bridge i 1066.
"Konger, steder og begivenheder","Hvad kaldes området i England, hvor dansk lov og indflydelse prægede store dele af samfundet?",400,Danelagen,Normandiet,Mercia,Wessex,,,,Danmarkshistorien/Lex – Danelagen,https://danmarkshistorien.lex.dk/Danelagen,OK,2026-07-09,Dansk fagkilde om Danelagen i England.
"Konger, steder og begivenheder","Hvilken vikingeleder fik i 911 et område i Frankrig, der blev kernen i Normandiet?",500,Rollo,Guthrum,Ivar Benløs,Harald Hårderåde,,,,Wikipedia – Rollo,https://en.wikipedia.org/wiki/Rollo,OK,2026-07-09,Åben artikel om Rollo og overdragelsen af området omkring Normandiet i 911.
