Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Klima og drivhuseffekt,Hvad betyder albedo?,100,"den andel af indkommende lys, som en overflade reflekterer",luftens indhold af ilt,havets gennemsnitlige dybde,en gletsjers bevægelseshastighed,,,,DMI – Drivhuseffekten,https://www.dmi.dk/klima/temaforside-energiens-rejse-i-klimasystemet/drivhuseffekten,OK,2026-07-09,"Dansk DMI-side. Underbygger den naturlige drivhuseffekt, Jordens energistrømme og refleksion/absorption ved overfladen."
Klima og drivhuseffekt,Hvad er en klimafeedback?,200,"en proces, der forstærker eller dæmper en indledende klimaændring",en meningsmåling om klima,en daglig vejrudsigt,et internationalt klimatopmøde,,,,DMI – Tilbagekoblingsmekanismer,https://www.dmi.dk/klima/temaforside-energiens-rejse-i-klimasystemet/tilbagekoblingsmekanismer,OK,2026-07-09,"Dansk DMI-side. Underbygger positiv feedback, vanddampsfeedback og is-/albedo-feedback."
Klima og drivhuseffekt,Hvad kendetegner en positiv klimafeedback?,300,den forstærker den oprindelige ændring,den ophæver altid al opvarmning,den påvirker kun tidevand,den virker kun i laboratorier,,,,DMI – Tilbagekoblingsmekanismer,https://www.dmi.dk/klima/temaforside-energiens-rejse-i-klimasystemet/tilbagekoblingsmekanismer,OK,2026-07-09,"Dansk DMI-side. Underbygger positiv feedback, vanddampsfeedback og is-/albedo-feedback."
Klima og drivhuseffekt,Hvad er en aerosol i klimasammenhæng?,400,små partikler eller dråber i atmosfæren,en type havstrøm,et lag i Jordens kerne,en måleenhed for nedbør,,,,IPCC AR6 WG1 – Chapter 6: Short-lived Climate Forcers,https://www.ipcc.ch/report/ar6/wg1/chapter/chapter-6/,OK,2026-07-09,"IPCC-kapitel. Underbygger kortlivede klimadrivere som sort kulstof, troposfærisk ozon, HFC/PFC/SF₆ og luftfartens kondensstriber/cirrusskyer."
Klima og drivhuseffekt,Hvordan virker vanddampsfeedbacken typisk i et varmere klima?,500,"varmere luft kan indeholde mere vanddamp, som yderligere forstærker opvarmningen",vanddamp forsvinder helt fra atmosfæren,mere vanddamp stopper al solstråling,vanddamp ændrer Jordens aksehældning,,,,DMI – Tilbagekoblingsmekanismer,https://www.dmi.dk/klima/temaforside-energiens-rejse-i-klimasystemet/tilbagekoblingsmekanismer,OK,2026-07-09,"Dansk DMI-side. Underbygger positiv feedback, vanddampsfeedback og is-/albedo-feedback."
Menneskelige udledninger,Hvad er den direkte kilde til CO₂ fra et kulfyret kraftværk?,100,forbrænding af kullets kulstof,vandets fordampning i køletårnet,generatorens magnetfelt,elektricitetens bevægelse i ledninger,,,,DMI – Kuldioxid (CO₂),https://www.dmi.dk/klima/temaforside-drivhusgasser/kuldioxid-co2,OK,2026-07-09,"Dansk DMI-side. Underbygger CO₂ fra forbrænding af fossile brændsler og biomasse, nedbrydning af organisk stof samt CO₂s lange klimaeffekt."
Menneskelige udledninger,Hvilken energikilde står bag størstedelen af transportsektorens direkte CO₂-udledninger?,200,oliebaserede brændstoffer,vindenergi,geotermisk energi,vandkraft,,,,IEA – Transport,https://www.iea.org/energy-system/transport,OK,2026-07-09,"IEA-side. Underbygger transportsektorens energiforbrug og CO₂-udledninger, især olieprodukter i vejtransport, luftfart og skibsfart."
Menneskelige udledninger,Hvilken gruppe drivhusgasser bruges blandt andet som kølemidler i køleanlæg og varmepumper?,300,HFC-gasser,ædelgasser,sulfater,iltisotoper,,,,IEA – The Future of Heat Pumps,https://iea.blob.core.windows.net/assets/4713780d-c0ae-4686-8c9b-29e782452695/TheFutureofHeatPumps.pdf,OK,2026-07-09,"IEA-rapport. Underbygger varmepumper som teknologi, der flytter varme og kan erstatte fossil opvarmning."
Menneskelige udledninger,Hvilken meget potent drivhusgas bruges blandt andet som isoleringsgas i elektrisk udstyr?,400,"svovlhexafluorid, SF₆","svovldioxid, SO₂","metan, CH₄","ammoniak, NH₃",,,,UNFCCC – Methodological issues relating to fluorinated gases,https://unfccc.int/process-and-meetings/transparency-and-reporting/methods-for-climate-change-transparency/methodological-issues-relating-to-fluorinated-gases,OK,2026-07-09,UNFCCC-side. Underbygger fluorholdige drivhusgasser og Kigali-ændringens nedtrapning af HFC-gasser.
Menneskelige udledninger,Hvilken gruppe fluorholdige drivhusgasser forbindes blandt andet med aluminium- og elektronikindustri?,500,PFC-gasser,nitrater,silikater,chlorider,,,,UNFCCC – Methodological issues relating to fluorinated gases,https://unfccc.int/process-and-meetings/transparency-and-reporting/methods-for-climate-change-transparency/methodological-issues-relating-to-fluorinated-gases,OK,2026-07-09,UNFCCC-side. Underbygger fluorholdige drivhusgasser og Kigali-ændringens nedtrapning af HFC-gasser.
